% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    21       12        2     0.15497840E+03  0.15145234E+03  0.50000000E+00  0.35260596E+01  0.70521192E+01  0.60000000E+08     1
    32    15    22       12        2     0.15127934E+03  0.14773580E+03  0.50000000E+00  0.35435369E+01  0.70870739E+01  0.60000000E+08     1
    32    15    23       12        2     0.14758951E+03  0.14403725E+03  0.50000000E+00  0.35522518E+01  0.71045037E+01  0.60000000E+08     1
    32    15    24       12        2     0.14390767E+03  0.14035619E+03  0.50000000E+00  0.35514839E+01  0.71029678E+01  0.60000000E+08     1
    32    15    25       12        2     0.14023274E+03  0.13669201E+03  0.50000000E+00  0.35407240E+01  0.70814480E+01  0.60000000E+08     1
    32    15    26       12        2     0.13656384E+03  0.13304408E+03  0.50000000E+00  0.35197528E+01  0.70395055E+01  0.60000000E+08     1
    32    15    27       12        2     0.13290039E+03  0.12941170E+03  0.50000000E+00  0.34886914E+01  0.69773828E+01  0.60000000E+08     1
    32    15    28       12        2     0.12924217E+03  0.12579415E+03  0.50000000E+00  0.34480250E+01  0.68960499E+01  0.60000000E+08     1
    32    15    29       12        2     0.12558937E+03  0.12219071E+03  0.50000000E+00  0.33986574E+01  0.67973147E+01  0.60000000E+08     1
    32    15    30       12        2     0.12194246E+03  0.11860055E+03  0.50000000E+00  0.33419085E+01  0.66838169E+01  0.60000000E+08     1
    32    15    31       12        2     0.11830208E+03  0.11502268E+03  0.50000000E+00  0.32794017E+01  0.65588033E+01  0.60000000E+08     1
    32    15    32       12        2     0.11466874E+03  0.11145585E+03  0.50000000E+00  0.32128855E+01  0.64257710E+01  0.60000000E+08     1
    32    15    33       12        2     0.11104256E+03  0.10789855E+03  0.50000000E+00  0.31440033E+01  0.62880066E+01  0.60000000E+08     1
    32    15    34       12        2     0.10742310E+03  0.10434913E+03  0.50000000E+00  0.30739699E+01  0.61479399E+01  0.60000000E+08     1
    32    15    35       12        2     0.10380932E+03  0.10080633E+03  0.50000000E+00  0.30029930E+01  0.60059859E+01  0.60000000E+08     1
    32    15    36       12        2     0.10019997E+03  0.97269028E+02  0.50000000E+00  0.29309386E+01  0.58618772E+01  0.60000000E+08     1
    32    15    37       12        2     0.96593370E+02  0.93735758E+02  0.50000000E+00  0.28576122E+01  0.57152244E+01  0.60000000E+08     1
    32    15    38       12        2     0.92986900E+02  0.90204327E+02  0.50000000E+00  0.27825733E+01  0.55651466E+01  0.60000000E+08     1
    32    15    39       12        2     0.89376758E+02  0.86671385E+02  0.50000000E+00  0.27053730E+01  0.54107460E+01  0.60000000E+08     1
    32    15    40       12        2     0.85757637E+02  0.83131509E+02  0.50000000E+00  0.26261277E+01  0.52522555E+01  0.60000000E+08     1
    32    15    41       12        2     0.82121952E+02  0.79575263E+02  0.50000000E+00  0.25466883E+01  0.50933766E+01  0.60000000E+08     1
    32    15    42       12        2     0.78458458E+02  0.75984904E+02  0.50000000E+00  0.24735547E+01  0.49471094E+01  0.60000000E+08     1
    32    15    43       12        2     0.74750546E+02  0.72324252E+02  0.50000000E+00  0.24262946E+01  0.48525892E+01  0.60000000E+08     1
    32    15    44       12        2     0.70974824E+02  0.68531442E+02  0.50000000E+00  0.24433824E+01  0.48867648E+01  0.60000000E+08     1
    32    15    45       12        2     0.67077936E+02  0.64669560E+02  0.50000000E+00  0.24083756E+01  0.48167512E+01  0.60000000E+08     1
    32    15    46       12        2     0.63127481E+02  0.60810325E+02  0.50000000E+00  0.23171559E+01  0.46343117E+01  0.60000000E+08     1
    32    15    47       12        2     0.59193281E+02  0.56994213E+02  0.50000000E+00  0.21990677E+01  0.43981354E+01  0.60000000E+08     1
    32    15    48       12        2     0.55307782E+02  0.53259247E+02  0.50000000E+00  0.20485349E+01  0.40970698E+01  0.60000000E+08     1
    32    15    49       12        2     0.51489236E+02  0.49667649E+02  0.50000000E+00  0.18215864E+01  0.36431727E+01  0.60000000E+08     1
    32    15    50       12        2     0.47753224E+02  0.46839711E+02  0.50000000E+00  0.91351275E+00  0.18270255E+01  0.60000000E+08     1
    32    15    51       12        2     0.44119794E+02  0.43918630E+02  0.50000000E+00  0.20116478E+00  0.40232956E+00  0.60000000E+08     1
    32    15    52       12        2     0.40628621E+02  0.40376437E+02  0.50000000E+00  0.25218332E+00  0.50436664E+00  0.60000000E+08     1
    32    15    53        7        2     0.36313729E+02  0.36129785E+02  0.50000000E+00  0.18394431E+00  0.36788863E+00  0.60000000E+08     1
    32    15    54        7        2     0.31140531E+02  0.31150589E+02  0.50000000E+00 -0.10058036E-01 -0.20116072E-01  0.60000000E+08     1
    32    15    55        7        2     0.26101040E+02  0.26234622E+02  0.50000000E+00 -0.13358276E+00 -0.26716553E+00  0.60000000E+08     1
    32    15    56        7        2     0.21189838E+02  0.21462407E+02  0.50000000E+00 -0.27256937E+00 -0.54513873E+00  0.60000000E+08     1
    32    15    57        7        2     0.16462655E+02  0.17040457E+02  0.50000000E+00 -0.57780208E+00 -0.11556042E+01  0.60000000E+08     1
    79    23    31       12        2     0.11396613E+03  0.11190129E+03  0.50000000E+00  0.20648336E+01  0.41296671E+01  0.60000000E+08     1
    79    23    32       12        2     0.11025704E+03  0.10831165E+03  0.50000000E+00  0.19453949E+01  0.38907898E+01  0.60000000E+08     1
    79    23    33       12        2     0.10656151E+03  0.10473877E+03  0.50000000E+00  0.18227330E+01  0.36454660E+01  0.60000000E+08     1
    79    23    34       12        2     0.10288000E+03  0.10118208E+03  0.50000000E+00  0.16979183E+01  0.33958365E+01  0.60000000E+08     1
    79    23    35       12        2     0.99212727E+02  0.97640698E+02  0.50000000E+00  0.15720288E+01  0.31440577E+01  0.60000000E+08     1
    79    23    36       12        2     0.95559582E+02  0.94113242E+02  0.50000000E+00  0.14463408E+01  0.28926817E+01  0.60000000E+08     1
    79    23    37       12        2     0.91920199E+02  0.90597498E+02  0.50000000E+00  0.13227005E+01  0.26454011E+01  0.60000000E+08     1
    79    23    38       12        2     0.88293959E+02  0.87089785E+02  0.50000000E+00  0.12041748E+01  0.24083496E+01  0.60000000E+08     1
    79    23    39       12        2     0.84679959E+02  0.83583770E+02  0.50000000E+00  0.10961892E+01  0.21923783E+01  0.60000000E+08     1
    79    23    40       12        2     0.81076966E+02  0.80068237E+02  0.50000000E+00  0.10087285E+01  0.20174571E+01  0.60000000E+08     1
    79    23    41       12        2     0.77483705E+02  0.76522745E+02  0.50000000E+00  0.96096042E+00  0.19219208E+01  0.60000000E+08     1
    79    23    42       12        2     0.73899754E+02  0.72909137E+02  0.50000000E+00  0.99061740E+00  0.19812348E+01  0.60000000E+08     1
    79    23    43       12        2     0.70328185E+02  0.68506751E+02  0.50000000E+00  0.18214338E+01  0.36428676E+01  0.60000000E+08     1
    79    23    44       12        2     0.66783048E+02  0.64742587E+02  0.50000000E+00  0.20404608E+01  0.40809216E+01  0.60000000E+08     1
    79    23    45        9        2     0.63850079E+02  0.61703930E+02  0.50000000E+00  0.21461485E+01  0.42922969E+01  0.60000000E+08     1
    79    23    46        8        2     0.60818045E+02  0.57964762E+02  0.50000000E+00  0.28532829E+01  0.57065659E+01  0.60000000E+08     1
    79    23    47        7        2     0.56369041E+02  0.53428196E+02  0.50000000E+00  0.29408451E+01  0.58816902E+01  0.60000000E+08     1
    79    23    48        7        2     0.51166788E+02  0.48175945E+02  0.50000000E+00  0.29908428E+01  0.59816856E+01  0.60000000E+08     1
    79    23    49        7        2     0.45907577E+02  0.42972006E+02  0.50000000E+00  0.29355705E+01  0.58711409E+01  0.60000000E+08     1
    79    23    50        7        2     0.40617226E+02  0.37780273E+02  0.50000000E+00  0.28369531E+01  0.56739063E+01  0.60000000E+08     1
    79    23    51        7        2     0.35298364E+02  0.32571487E+02  0.50000000E+00  0.27268768E+01  0.54537535E+01  0.60000000E+08     1
    79    23    52        7        2     0.29940602E+02  0.27557691E+02  0.50000000E+00  0.23829111E+01  0.47658223E+01  0.60000000E+08     1
    79    23    53        6        2     0.24773082E+02  0.22740615E+02  0.50000000E+00  0.20324675E+01  0.40649350E+01  0.60000000E+08     1
    79    23    54        6        2     0.19804026E+02  0.17889341E+02  0.50000000E+00  0.19146852E+01  0.38293705E+01  0.60000000E+08     1
    54    35    18       12        2     0.16757674E+03  0.16379233E+03  0.50000000E+00  0.37844101E+01  0.75688202E+01  0.60000000E+08     1
    54    35    19       11        2     0.16386847E+03  0.16005174E+03  0.50000000E+00  0.38167340E+01  0.76334681E+01  0.60000000E+08     1
    54    35    20       11        2     0.16015133E+03  0.15630407E+03  0.50000000E+00  0.38472547E+01  0.76945094E+01  0.60000000E+08     1
    54    35    21       11        2     0.15645582E+03  0.15255215E+03  0.50000000E+00  0.39036722E+01  0.78073445E+01  0.60000000E+08     1
    54    35    22       11        2     0.15277674E+03  0.14882833E+03  0.50000000E+00  0.39484028E+01  0.78968056E+01  0.60000000E+08     1
    54    35    23       11        2     0.14911535E+03  0.14512802E+03  0.50000000E+00  0.39873325E+01  0.79746650E+01  0.60000000E+08     1
    54    35    24       11        2     0.14547259E+03  0.14145250E+03  0.50000000E+00  0.40200897E+01  0.80401793E+01  0.60000000E+08     1
    54    35    25       11        2     0.14185005E+03  0.13780218E+03  0.50000000E+00  0.40478687E+01  0.80957373E+01  0.60000000E+08     1
    54    35    26       11        2     0.13824990E+03  0.13417776E+03  0.50000000E+00  0.40721429E+01  0.81442858E+01  0.60000000E+08     1
    54    35    27       11        2     0.13467481E+03  0.13058006E+03  0.50000000E+00  0.40947527E+01  0.81895055E+01  0.60000000E+08     1
    54    35    28       11        2     0.13112784E+03  0.12701003E+03  0.50000000E+00  0.41178077E+01  0.82356155E+01  0.60000000E+08     1
    54    35    29       11        2     0.12761235E+03  0.12346885E+03  0.50000000E+00  0.41435009E+01  0.82870018E+01  0.60000000E+08     1
    54    35    30       11        2     0.12413196E+03  0.11995803E+03  0.50000000E+00  0.41739269E+01  0.83478537E+01  0.60000000E+08     1
    54    35    31       11        2     0.12069061E+03  0.11647959E+03  0.50000000E+00  0.42110216E+01  0.84220432E+01  0.60000000E+08     1
    54    35    32       11        2     0.11729303E+03  0.11303626E+03  0.50000000E+00  0.42567695E+01  0.85135391E+01  0.60000000E+08     1
    54    35    33       11        2     0.11394574E+03  0.10963170E+03  0.50000000E+00  0.43140401E+01  0.86280801E+01  0.60000000E+08     1
    54    35    34       11        2     0.11065928E+03  0.10627044E+03  0.50000000E+00  0.43888457E+01  0.87776913E+01  0.60000000E+08     1
    54    35    35       11        2     0.10745204E+03  0.10295704E+03  0.50000000E+00  0.44950027E+01  0.89900053E+01  0.60000000E+08     1
    54    35    36       10        2     0.10352105E+03  0.98804323E+02  0.50000000E+00  0.47167247E+01  0.94334493E+01  0.60000000E+08     1
    54    35    37       10        2     0.98792512E+02  0.93801123E+02  0.50000000E+00  0.49913892E+01  0.99827784E+01  0.60000000E+08     1
    54    35    38       10        2     0.93998725E+02  0.88818554E+02  0.50000000E+00  0.51801706E+01  0.10360341E+02  0.60000000E+08     1
    54    35    39       10        2     0.89187841E+02  0.83852054E+02  0.50000000E+00  0.53357866E+01  0.10671573E+02  0.60000000E+08     1
    54    35    40       10        2     0.84383380E+02  0.78904814E+02  0.50000000E+00  0.54785667E+01  0.10957133E+02  0.60000000E+08     1
    54    35    41       10        2     0.79599650E+02  0.73984686E+02  0.50000000E+00  0.56149639E+01  0.11229928E+02  0.60000000E+08     1
    54    35    42       10        2     0.74847956E+02  0.69104925E+02  0.50000000E+00  0.57430313E+01  0.11486063E+02  0.60000000E+08     1
    54    35    43       10        2     0.70138839E+02  0.64288775E+02  0.50000000E+00  0.58500637E+01  0.11700127E+02  0.60000000E+08     1
    54    35    44       10        2     0.65482939E+02  0.59580391E+02  0.50000000E+00  0.59025484E+01  0.11805097E+02  0.60000000E+08     1
    54    35    45       10        2     0.60891273E+02  0.55068754E+02  0.50000000E+00  0.58225194E+01  0.11645039E+02  0.60000000E+08     1
    54    35    46       10        2     0.56373613E+02  0.51962377E+02  0.50000000E+00  0.44112358E+01  0.88224716E+01  0.60000000E+08     1
    54    35    47       10        2     0.51933984E+02  0.50067965E+02  0.50000000E+00  0.18660188E+01  0.37320377E+01  0.60000000E+08     1
    54    35    48        7        2     0.47587667E+02  0.47497134E+02  0.50000000E+00  0.90533361E-01  0.18106672E+00  0.60000000E+08     1
    54    35    49        7        2     0.43306786E+02  0.44277886E+02  0.50000000E+00 -0.97109963E+00 -0.19421993E+01  0.60000000E+08     1
    54    35    50        7        2     0.39044129E+02  0.40344676E+02  0.50000000E+00 -0.13005470E+01 -0.26010940E+01  0.60000000E+08     1
    54    35    51        7        2     0.34795682E+02  0.35710074E+02  0.50000000E+00 -0.91439220E+00 -0.18287844E+01  0.60000000E+08     1
    54    35    52        7        2     0.30563894E+02  0.31108668E+02  0.50000000E+00 -0.54477349E+00 -0.10895470E+01  0.60000000E+08     1
    54    35    53        7        2     0.26351445E+02  0.26543506E+02  0.50000000E+00 -0.19206172E+00 -0.38412345E+00  0.60000000E+08     1
    54    35    54        7        2     0.22158827E+02  0.22014892E+02  0.50000000E+00  0.14393446E+00  0.28786892E+00  0.60000000E+08     1
    54    35    55        7        2     0.17983635E+02  0.17520305E+02  0.50000000E+00  0.46333053E+00  0.92666105E+00  0.60000000E+08     1
