% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    79    23    49        7        2     0.43020535E+02  0.42972006E+02  0.50000000E+00  0.48528060E-01  0.97056121E-01  0.60000000E+08     1
    79    23    50        7        2     0.38208850E+02  0.37780273E+02  0.50000000E+00  0.42857736E+00  0.85715472E+00  0.60000000E+08     1
    79    23    51        7        2     0.33357724E+02  0.32571487E+02  0.50000000E+00  0.78623746E+00  0.15724749E+01  0.60000000E+08     1
    79    23    52        7        2     0.28460601E+02  0.27557691E+02  0.50000000E+00  0.90291050E+00  0.18058210E+01  0.60000000E+08     1
    79    23    53        6        2     0.23730754E+02  0.22740615E+02  0.50000000E+00  0.99013903E+00  0.19802781E+01  0.60000000E+08     1
    79    23    54        6        2     0.19176727E+02  0.17889341E+02  0.50000000E+00  0.12873858E+01  0.25747715E+01  0.60000000E+08     1
    54    35    18       12        2     0.15739837E+03  0.16379233E+03  0.50000000E+00 -0.63939634E+01 -0.12787927E+02  0.60000000E+08     1
    54    35    19       12        2     0.15371139E+03  0.16005174E+03  0.50000000E+00 -0.63403472E+01 -0.12680694E+02  0.60000000E+08     1
    54    35    20       12        2     0.15004316E+03  0.15630407E+03  0.50000000E+00 -0.62609154E+01 -0.12521831E+02  0.60000000E+08     1
    54    35    21       12        2     0.14639837E+03  0.15255215E+03  0.50000000E+00 -0.61537761E+01 -0.12307552E+02  0.60000000E+08     1
    54    35    22       11        2     0.14274609E+03  0.14882833E+03  0.50000000E+00 -0.60822410E+01 -0.12164482E+02  0.60000000E+08     1
    54    35    23       11        2     0.13908478E+03  0.14512802E+03  0.50000000E+00 -0.60432406E+01 -0.12086481E+02  0.60000000E+08     1
    54    35    24       11        2     0.13544742E+03  0.14145250E+03  0.50000000E+00 -0.60050760E+01 -0.12010152E+02  0.60000000E+08     1
    54    35    25       11        2     0.13183316E+03  0.13780218E+03  0.50000000E+00 -0.59690135E+01 -0.11938027E+02  0.60000000E+08     1
    54    35    26       11        2     0.12824135E+03  0.13417776E+03  0.50000000E+00 -0.59364025E+01 -0.11872805E+02  0.60000000E+08     1
    54    35    27       11        2     0.12467207E+03  0.13058006E+03  0.50000000E+00 -0.59079900E+01 -0.11815980E+02  0.60000000E+08     1
    54    35    28       11        2     0.12112570E+03  0.12701003E+03  0.50000000E+00 -0.58843327E+01 -0.11768665E+02  0.60000000E+08     1
    54    35    29       11        2     0.11760299E+03  0.12346885E+03  0.50000000E+00 -0.58658658E+01 -0.11731732E+02  0.60000000E+08     1
    54    35    30       11        2     0.11410515E+03  0.11995803E+03  0.50000000E+00 -0.58528856E+01 -0.11705771E+02  0.60000000E+08     1
    54    35    31       11        2     0.11063367E+03  0.11647959E+03  0.50000000E+00 -0.58459195E+01 -0.11691839E+02  0.60000000E+08     1
    54    35    32       11        2     0.10719059E+03  0.11303626E+03  0.50000000E+00 -0.58456670E+01 -0.11691334E+02  0.60000000E+08     1
    54    35    33       11        2     0.10377942E+03  0.10963170E+03  0.50000000E+00 -0.58522740E+01 -0.11704548E+02  0.60000000E+08     1
    54    35    34       11        2     0.10040559E+03  0.10627044E+03  0.50000000E+00 -0.58648478E+01 -0.11729696E+02  0.60000000E+08     1
    54    35    35       11        2     0.97077200E+02  0.10295704E+03  0.50000000E+00 -0.58798384E+01 -0.11759677E+02  0.60000000E+08     1
    54    35    36       11        2     0.93809155E+02  0.98804323E+02  0.50000000E+00 -0.49951679E+01 -0.99903358E+01  0.60000000E+08     1
    54    35    37       11        2     0.90633350E+02  0.93801123E+02  0.50000000E+00 -0.31677734E+01 -0.63355469E+01  0.60000000E+08     1
    54    35    38       10        2     0.86797110E+02  0.88818554E+02  0.50000000E+00 -0.20214443E+01 -0.40428886E+01  0.60000000E+08     1
    54    35    39       10        2     0.82178466E+02  0.83852054E+02  0.50000000E+00 -0.16735885E+01 -0.33471769E+01  0.60000000E+08     1
    54    35    40       10        2     0.77463443E+02  0.78904814E+02  0.50000000E+00 -0.14413704E+01 -0.28827408E+01  0.60000000E+08     1
    54    35    41       10        2     0.72744083E+02  0.73984686E+02  0.50000000E+00 -0.12406034E+01 -0.24812069E+01  0.60000000E+08     1
    54    35    42       10        2     0.68058785E+02  0.69104925E+02  0.50000000E+00 -0.10461402E+01 -0.20922804E+01  0.60000000E+08     1
    54    35    43       10        2     0.63429829E+02  0.64288775E+02  0.50000000E+00 -0.85894634E+00 -0.17178927E+01  0.60000000E+08     1
    54    35    44        9        2     0.60203595E+02  0.59580391E+02  0.50000000E+00  0.62320422E+00  0.12464084E+01  0.60000000E+08     1
    54    35    45        8        2     0.57859316E+02  0.55068754E+02  0.50000000E+00  0.27905621E+01  0.55811242E+01  0.60000000E+08     1
    54    35    46        8        2     0.54978663E+02  0.51962377E+02  0.50000000E+00  0.30162863E+01  0.60325726E+01  0.60000000E+08     1
    54    35    47        8        2     0.51980820E+02  0.50067965E+02  0.50000000E+00  0.19128549E+01  0.38257097E+01  0.60000000E+08     1
    54    35    48        7        2     0.48305976E+02  0.47497134E+02  0.50000000E+00  0.80884251E+00  0.16176850E+01  0.60000000E+08     1
    54    35    49        7        2     0.44043339E+02  0.44277886E+02  0.50000000E+00 -0.23454614E+00 -0.46909228E+00  0.60000000E+08     1
    54    35    50        7        2     0.39778237E+02  0.40344676E+02  0.50000000E+00 -0.56643881E+00 -0.11328776E+01  0.60000000E+08     1
    54    35    51        7        2     0.35491607E+02  0.35710074E+02  0.50000000E+00 -0.21846688E+00 -0.43693375E+00  0.60000000E+08     1
    54    35    52        7        2     0.31185730E+02  0.31108668E+02  0.50000000E+00  0.77062540E-01  0.15412508E+00  0.60000000E+08     1
    54    35    53        7        2     0.26867712E+02  0.26543506E+02  0.50000000E+00  0.32420539E+00  0.64841078E+00  0.60000000E+08     1
    54    35    54        7        2     0.22545288E+02  0.22014892E+02  0.50000000E+00  0.53039547E+00  0.10607909E+01  0.60000000E+08     1
    54    35    55        7        2     0.18222585E+02  0.17520305E+02  0.50000000E+00  0.70228030E+00  0.14045606E+01  0.60000000E+08     1
    50    45    27       11        2     0.12649408E+03  0.13259854E+03  0.50000000E+00 -0.61044659E+01 -0.12208932E+02  0.60000000E+08     1
    50    45    28       11        2     0.12298963E+03  0.12910242E+03  0.50000000E+00 -0.61127938E+01 -0.12225588E+02  0.60000000E+08     1
    50    45    29       11        2     0.11950530E+03  0.12563626E+03  0.50000000E+00 -0.61309594E+01 -0.12261919E+02  0.60000000E+08     1
    50    45    30       11        2     0.11604092E+03  0.12220110E+03  0.50000000E+00 -0.61601840E+01 -0.12320368E+02  0.60000000E+08     1
    50    45    31       11        2     0.11259626E+03  0.11879860E+03  0.50000000E+00 -0.62023486E+01 -0.12404697E+02  0.60000000E+08     1
    50    45    32       11        2     0.10917148E+03  0.11543170E+03  0.50000000E+00 -0.62602188E+01 -0.12520438E+02  0.60000000E+08     1
    50    45    33       11        2     0.10576690E+03  0.11210601E+03  0.50000000E+00 -0.63391112E+01 -0.12678222E+02  0.60000000E+08     1
    50    45    34       11        2     0.10238136E+03  0.10883341E+03  0.50000000E+00 -0.64520465E+01 -0.12904093E+02  0.60000000E+08     1
    50    45    35       11        2     0.99010674E+02  0.10564108E+03  0.50000000E+00 -0.66304065E+01 -0.13260813E+02  0.60000000E+08     1
    50    45    36       11        2     0.95645937E+02  0.10177092E+03  0.50000000E+00 -0.61249861E+01 -0.12249972E+02  0.60000000E+08     1
    50    45    37       11        2     0.92263464E+02  0.97079256E+02  0.50000000E+00 -0.48157923E+01 -0.96315846E+01  0.60000000E+08     1
    50    45    38       11        2     0.88794163E+02  0.92265274E+02  0.50000000E+00 -0.34711117E+01 -0.69422234E+01  0.60000000E+08     1
    50    45    39       10        2     0.84431007E+02  0.87417734E+02  0.50000000E+00 -0.29867267E+01 -0.59734534E+01  0.60000000E+08     1
    50    45    40       10        2     0.79282392E+02  0.82571674E+02  0.50000000E+00 -0.32892821E+01 -0.65785642E+01  0.60000000E+08     1
    50    45    41       10        2     0.74193411E+02  0.77742553E+02  0.50000000E+00 -0.35491417E+01 -0.70982834E+01  0.60000000E+08     1
    50    45    42       10        2     0.69128497E+02  0.72938417E+02  0.50000000E+00 -0.38099202E+01 -0.76198405E+01  0.60000000E+08     1
    50    45    43       10        2     0.64075919E+02  0.68163863E+02  0.50000000E+00 -0.40879437E+01 -0.81758873E+01  0.60000000E+08     1
    50    45    44        9        2     0.60489789E+02  0.63420688E+02  0.50000000E+00 -0.29308994E+01 -0.58617989E+01  0.60000000E+08     1
    50    45    45        9        2     0.58371643E+02  0.58707157E+02  0.50000000E+00 -0.33551435E+00 -0.67102871E+00  0.60000000E+08     1
    50    45    46        9        2     0.56264853E+02  0.55386813E+02  0.50000000E+00  0.87804024E+00  0.17560805E+01  0.60000000E+08     1
    50    45    47        9        2     0.54169226E+02  0.53448281E+02  0.50000000E+00  0.72094558E+00  0.14418912E+01  0.60000000E+08     1
    50    45    48        9        2     0.52081776E+02  0.50878415E+02  0.50000000E+00  0.12033610E+01  0.24067219E+01  0.60000000E+08     1
    50    45    49        8        2     0.49322090E+02  0.47683527E+02  0.50000000E+00  0.16385634E+01  0.32771267E+01  0.60000000E+08     1
    50    45    50        8        2     0.45892889E+02  0.43794502E+02  0.50000000E+00  0.20983867E+01  0.41967735E+01  0.60000000E+08     1
    50    45    51        7        2     0.41735051E+02  0.39215953E+02  0.50000000E+00  0.25190981E+01  0.50381962E+01  0.60000000E+08     1
    50    45    52        7        2     0.36869450E+02  0.34663423E+02  0.50000000E+00  0.22060275E+01  0.44120550E+01  0.60000000E+08     1
    50    45    53        7        2     0.32059648E+02  0.30133358E+02  0.50000000E+00  0.19262896E+01  0.38525792E+01  0.60000000E+08     1
    50    45    54        7        2     0.27298021E+02  0.25616682E+02  0.50000000E+00  0.16813396E+01  0.33626791E+01  0.60000000E+08     1
    50    45    55        7        2     0.22580352E+02  0.21304517E+02  0.50000000E+00  0.12758356E+01  0.25516711E+01  0.60000000E+08     1
