% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    35       12        2     0.92162141E+02  0.10080633E+03  0.50000000E+00 -0.86441855E+01 -0.17288371E+02  0.60000000E+08     1
    32    15    36       12        2     0.88760295E+02  0.97269028E+02  0.50000000E+00 -0.85087336E+01 -0.17017467E+02  0.60000000E+08     1
    32    15    37       12        2     0.85371234E+02  0.93735758E+02  0.50000000E+00 -0.83645233E+01 -0.16729047E+02  0.60000000E+08     1
    32    15    38       12        2     0.81996246E+02  0.90204327E+02  0.50000000E+00 -0.82080806E+01 -0.16416161E+02  0.60000000E+08     1
    32    15    39       12        2     0.78637110E+02  0.86671385E+02  0.50000000E+00 -0.80342758E+01 -0.16068552E+02  0.60000000E+08     1
    32    15    40       12        2     0.75296422E+02  0.83131509E+02  0.50000000E+00 -0.78350865E+01 -0.15670173E+02  0.60000000E+08     1
    32    15    41       12        2     0.71978013E+02  0.79575263E+02  0.50000000E+00 -0.75972505E+01 -0.15194501E+02  0.60000000E+08     1
    32    15    42       12        2     0.68687523E+02  0.75984904E+02  0.50000000E+00 -0.72973811E+01 -0.14594762E+02  0.60000000E+08     1
    32    15    43       12        2     0.65433190E+02  0.72324252E+02  0.50000000E+00 -0.68910614E+01 -0.13782123E+02  0.60000000E+08     1
    32    15    44       12        2     0.62226745E+02  0.68531442E+02  0.50000000E+00 -0.63046972E+01 -0.12609394E+02  0.60000000E+08     1
    32    15    45       12        2     0.59089014E+02  0.64669560E+02  0.50000000E+00 -0.55805461E+01 -0.11161092E+02  0.60000000E+08     1
    32    15    46        9        2     0.56499459E+02  0.60810325E+02  0.50000000E+00 -0.43108655E+01 -0.86217310E+01  0.60000000E+08     1
    32    15    47        9        2     0.54356752E+02  0.56994213E+02  0.50000000E+00 -0.26374615E+01 -0.52749230E+01  0.60000000E+08     1
    32    15    48        9        2     0.52184808E+02  0.53259247E+02  0.50000000E+00 -0.10744388E+01 -0.21488775E+01  0.60000000E+08     1
    32    15    49        9        2     0.49979516E+02  0.49667649E+02  0.50000000E+00  0.31186699E+00  0.62373398E+00  0.60000000E+08     1
    32    15    50        8        2     0.47181726E+02  0.46839711E+02  0.50000000E+00  0.34201466E+00  0.68402932E+00  0.60000000E+08     1
    32    15    51        8        2     0.43766779E+02  0.43918630E+02  0.50000000E+00 -0.15185034E+00 -0.30370067E+00  0.60000000E+08     1
    32    15    52        7        2     0.39653463E+02  0.40376437E+02  0.50000000E+00 -0.72297489E+00 -0.14459498E+01  0.60000000E+08     1
    32    15    53        7        2     0.34865004E+02  0.36129785E+02  0.50000000E+00 -0.12647805E+01 -0.25295610E+01  0.60000000E+08     1
    32    15    54        7        2     0.30075402E+02  0.31150589E+02  0.50000000E+00 -0.10751869E+01 -0.21503737E+01  0.60000000E+08     1
    32    15    55        7        2     0.25323979E+02  0.26234622E+02  0.50000000E+00 -0.91064385E+00 -0.18212877E+01  0.60000000E+08     1
    32    15    56        7        2     0.20653369E+02  0.21462407E+02  0.50000000E+00 -0.80903816E+00 -0.16180763E+01  0.60000000E+08     1
    32    15    57        7        2     0.16147241E+02  0.17040457E+02  0.50000000E+00 -0.89321613E+00 -0.17864323E+01  0.60000000E+08     1
    79    23    31       12        2     0.10957565E+03  0.11190129E+03  0.50000000E+00 -0.23256391E+01 -0.46512781E+01  0.60000000E+08     1
    79    23    32       12        2     0.10626810E+03  0.10831165E+03  0.50000000E+00 -0.20435503E+01 -0.40871007E+01  0.60000000E+08     1
    79    23    33       12        2     0.10300229E+03  0.10473877E+03  0.50000000E+00 -0.17364799E+01 -0.34729598E+01  0.60000000E+08     1
    79    23    34       12        2     0.99780425E+02  0.10118208E+03  0.50000000E+00 -0.14016575E+01 -0.28033150E+01  0.60000000E+08     1
    79    23    35       12        2     0.96604863E+02  0.97640698E+02  0.50000000E+00 -0.10358349E+01 -0.20716699E+01  0.60000000E+08     1
    79    23    36       12        2     0.93477519E+02  0.94113242E+02  0.50000000E+00 -0.63572265E+00 -0.12714453E+01  0.60000000E+08     1
    79    23    37       12        2     0.90397573E+02  0.90597498E+02  0.50000000E+00 -0.19992552E+00 -0.39985104E+00  0.60000000E+08     1
    79    23    38        8        2     0.87172005E+02  0.87089785E+02  0.50000000E+00  0.82220666E-01  0.16444133E+00  0.60000000E+08     1
    79    23    39        7        2     0.83087262E+02  0.83583770E+02  0.50000000E+00 -0.49650863E+00 -0.99301727E+00  0.60000000E+08     1
    79    23    40        7        2     0.78321840E+02  0.80068237E+02  0.50000000E+00 -0.17463971E+01 -0.34927941E+01  0.60000000E+08     1
    79    23    41        7        2     0.73577935E+02  0.76522745E+02  0.50000000E+00 -0.29448099E+01 -0.58896198E+01  0.60000000E+08     1
    79    23    42        7        2     0.68853605E+02  0.72909137E+02  0.50000000E+00 -0.40555322E+01 -0.81110644E+01  0.60000000E+08     1
    79    23    43        7        2     0.64149400E+02  0.68506751E+02  0.50000000E+00 -0.43573510E+01 -0.87147019E+01  0.60000000E+08     1
    79    23    44        7        2     0.59470950E+02  0.64742587E+02  0.50000000E+00 -0.52716375E+01 -0.10543275E+02  0.60000000E+08     1
    79    23    45        9        2     0.56178199E+02  0.61703930E+02  0.50000000E+00 -0.55257312E+01 -0.11051462E+02  0.60000000E+08     1
    79    23    46        8        2     0.53669575E+02  0.57964762E+02  0.50000000E+00 -0.42951870E+01 -0.85903739E+01  0.60000000E+08     1
    79    23    47        7        2     0.49944286E+02  0.53428196E+02  0.50000000E+00 -0.34839106E+01 -0.69678211E+01  0.60000000E+08     1
    79    23    48        7        2     0.45566229E+02  0.48175945E+02  0.50000000E+00 -0.26097161E+01 -0.52194322E+01  0.60000000E+08     1
    79    23    49        7        2     0.41117091E+02  0.42972006E+02  0.50000000E+00 -0.18549153E+01 -0.37098307E+01  0.60000000E+08     1
    79    23    50        7        2     0.36619355E+02  0.37780273E+02  0.50000000E+00 -0.11609178E+01 -0.23218356E+01  0.60000000E+08     1
    79    23    51        7        2     0.32077733E+02  0.32571487E+02  0.50000000E+00 -0.49375347E+00 -0.98750695E+00  0.60000000E+08     1
    79    23    52        7        2     0.27486214E+02  0.27557691E+02  0.50000000E+00 -0.71476168E-01 -0.14295234E+00  0.60000000E+08     1
    79    23    53        6        2     0.23045587E+02  0.22740615E+02  0.50000000E+00  0.30497210E+00  0.60994421E+00  0.60000000E+08     1
    79    23    54        6        2     0.18766052E+02  0.17889341E+02  0.50000000E+00  0.87671086E+00  0.17534217E+01  0.60000000E+08     1
    54    35    18       12        2     0.14356078E+03  0.16379233E+03  0.50000000E+00 -0.20231555E+02 -0.40463110E+02  0.60000000E+08     1
    54    35    19       11        2     0.13986062E+03  0.16005174E+03  0.50000000E+00 -0.20191119E+02 -0.40382237E+02  0.60000000E+08     1
    54    35    20       11        2     0.13615263E+03  0.15630407E+03  0.50000000E+00 -0.20151443E+02 -0.40302887E+02  0.60000000E+08     1
    54    35    21       11        2     0.13246778E+03  0.15255215E+03  0.50000000E+00 -0.20084361E+02 -0.40168723E+02  0.60000000E+08     1
    54    35    22       11        2     0.12880162E+03  0.14882833E+03  0.50000000E+00 -0.20026715E+02 -0.40053431E+02  0.60000000E+08     1
    54    35    23       11        2     0.12515551E+03  0.14512802E+03  0.50000000E+00 -0.19972511E+02 -0.39945022E+02  0.60000000E+08     1
    54    35    24       11        2     0.12153024E+03  0.14145250E+03  0.50000000E+00 -0.19922256E+02 -0.39844512E+02  0.60000000E+08     1
    54    35    25       11        2     0.11792639E+03  0.13780218E+03  0.50000000E+00 -0.19875783E+02 -0.39751566E+02  0.60000000E+08     1
    54    35    26       11        2     0.11434468E+03  0.13417776E+03  0.50000000E+00 -0.19833080E+02 -0.39666160E+02  0.60000000E+08     1
    54    35    27       11        2     0.11078603E+03  0.13058006E+03  0.50000000E+00 -0.19794023E+02 -0.39588046E+02  0.60000000E+08     1
    54    35    28       11        2     0.10725169E+03  0.12701003E+03  0.50000000E+00 -0.19758340E+02 -0.39516681E+02  0.60000000E+08     1
    54    35    29       11        2     0.10374317E+03  0.12346885E+03  0.50000000E+00 -0.19725681E+02 -0.39451361E+02  0.60000000E+08     1
    54    35    30       11        2     0.10026227E+03  0.11995803E+03  0.50000000E+00 -0.19695761E+02 -0.39391522E+02  0.60000000E+08     1
    54    35    31       11        2     0.96810986E+02  0.11647959E+03  0.50000000E+00 -0.19668601E+02 -0.39337202E+02  0.60000000E+08     1
    54    35    32       11        2     0.93391461E+02  0.11303626E+03  0.50000000E+00 -0.19644797E+02 -0.39289594E+02  0.60000000E+08     1
    54    35    33       11        2     0.90006035E+02  0.10963170E+03  0.50000000E+00 -0.19625662E+02 -0.39251323E+02  0.60000000E+08     1
    54    35    34       11        2     0.86657697E+02  0.10627044E+03  0.50000000E+00 -0.19612739E+02 -0.39225478E+02  0.60000000E+08     1
    54    35    35       11        2     0.83351308E+02  0.10295704E+03  0.50000000E+00 -0.19605730E+02 -0.39211460E+02  0.60000000E+08     1
    54    35    36       11        2     0.80095430E+02  0.98804323E+02  0.50000000E+00 -0.18708893E+02 -0.37417786E+02  0.60000000E+08     1
    54    35    37       11        2     0.76903389E+02  0.93801123E+02  0.50000000E+00 -0.16897734E+02 -0.33795468E+02  0.60000000E+08     1
    54    35    38       11        2     0.73788786E+02  0.88818554E+02  0.50000000E+00 -0.15029768E+02 -0.30059536E+02  0.60000000E+08     1
    54    35    39       10        2     0.69880905E+02  0.83852054E+02  0.50000000E+00 -0.13971150E+02 -0.27942299E+02  0.60000000E+08     1
    54    35    40       10        2     0.65164319E+02  0.78904814E+02  0.50000000E+00 -0.13740495E+02 -0.27480989E+02  0.60000000E+08     1
    54    35    41        9        2     0.61851373E+02  0.73984686E+02  0.50000000E+00 -0.12133313E+02 -0.24266626E+02  0.60000000E+08     1
    54    35    42        9        2     0.59935972E+02  0.69104925E+02  0.50000000E+00 -0.91689530E+01 -0.18337906E+02  0.60000000E+08     1
    54    35    43        9        2     0.58068140E+02  0.64288775E+02  0.50000000E+00 -0.62206348E+01 -0.12441270E+02  0.60000000E+08     1
    54    35    44        9        2     0.56270742E+02  0.59580391E+02  0.50000000E+00 -0.33096491E+01 -0.66192982E+01  0.60000000E+08     1
    54    35    45        8        2     0.54054084E+02  0.55068754E+02  0.50000000E+00 -0.10146697E+01 -0.20293394E+01  0.60000000E+08     1
    54    35    46        8        2     0.51341277E+02  0.51962377E+02  0.50000000E+00 -0.62110024E+00 -0.12422005E+01  0.60000000E+08     1
    54    35    47        8        2     0.48535599E+02  0.50067965E+02  0.50000000E+00 -0.15323664E+01 -0.30647327E+01  0.60000000E+08     1
    54    35    48        7        2     0.45116350E+02  0.47497134E+02  0.50000000E+00 -0.23807839E+01 -0.47615677E+01  0.60000000E+08     1
    54    35    49        7        2     0.41170824E+02  0.44277886E+02  0.50000000E+00 -0.31070618E+01 -0.62141235E+01  0.60000000E+08     1
    54    35    50        7        2     0.37244759E+02  0.40344676E+02  0.50000000E+00 -0.30999168E+01 -0.61998335E+01  0.60000000E+08     1
    54    35    51        7        2     0.33316899E+02  0.35710074E+02  0.50000000E+00 -0.23931746E+01 -0.47863493E+01  0.60000000E+08     1
    54    35    52        7        2     0.29385573E+02  0.31108668E+02  0.50000000E+00 -0.17230945E+01 -0.34461891E+01  0.60000000E+08     1
    54    35    53        7        2     0.25454879E+02  0.26543506E+02  0.50000000E+00 -0.10886270E+01 -0.21772540E+01  0.60000000E+08     1
    54    35    54        7        2     0.21529217E+02  0.22014892E+02  0.50000000E+00 -0.48567509E+00 -0.97135018E+00  0.60000000E+08     1
    54    35    55        7        2     0.17610606E+02  0.17520305E+02  0.50000000E+00  0.90301286E-01  0.18060257E+00  0.60000000E+08     1
    50    45    27       11        2     0.11201319E+03  0.13259854E+03  0.50000000E+00 -0.20585353E+02 -0.41170706E+02  0.60000000E+08     1
    50    45    28       11        2     0.10850811E+03  0.12910242E+03  0.50000000E+00 -0.20594309E+02 -0.41188618E+02  0.60000000E+08     1
    50    45    29       11        2     0.10502526E+03  0.12563626E+03  0.50000000E+00 -0.20610999E+02 -0.41221998E+02  0.60000000E+08     1
    50    45    30       11        2     0.10156540E+03  0.12220110E+03  0.50000000E+00 -0.20635696E+02 -0.41271392E+02  0.60000000E+08     1
    50    45    31       11        2     0.98129241E+02  0.11879860E+03  0.50000000E+00 -0.20669363E+02 -0.41338726E+02  0.60000000E+08     1
    50    45    32       11        2     0.94717240E+02  0.11543170E+03  0.50000000E+00 -0.20714459E+02 -0.41428919E+02  0.60000000E+08     1
    50    45    33       11        2     0.91329522E+02  0.11210601E+03  0.50000000E+00 -0.20776489E+02 -0.41552977E+02  0.60000000E+08     1
    50    45    34       11        2     0.87966137E+02  0.10883341E+03  0.50000000E+00 -0.20867273E+02 -0.41734545E+02  0.60000000E+08     1
    50    45    35       11        2     0.84628234E+02  0.10564108E+03  0.50000000E+00 -0.21012846E+02 -0.42025693E+02  0.60000000E+08     1
    50    45    36       11        2     0.81320586E+02  0.10177092E+03  0.50000000E+00 -0.20450337E+02 -0.40900674E+02  0.60000000E+08     1
    50    45    37       11        2     0.78055784E+02  0.97079256E+02  0.50000000E+00 -0.19023472E+02 -0.38046943E+02  0.60000000E+08     1
    50    45    38       11        2     0.74860117E+02  0.92265274E+02  0.50000000E+00 -0.17405157E+02 -0.34810315E+02  0.60000000E+08     1
    50    45    39       10        2     0.70915122E+02  0.87417734E+02  0.50000000E+00 -0.16502612E+02 -0.33005223E+02  0.60000000E+08     1
    50    45    40       10        2     0.66077946E+02  0.82571674E+02  0.50000000E+00 -0.16493728E+02 -0.32987456E+02  0.60000000E+08     1
    50    45    41        9        2     0.62561676E+02  0.77742553E+02  0.50000000E+00 -0.15180877E+02 -0.30361754E+02  0.60000000E+08     1
    50    45    42        9        2     0.60467185E+02  0.72938417E+02  0.50000000E+00 -0.12471232E+02 -0.24942464E+02  0.60000000E+08     1
    50    45    43        9        2     0.58389003E+02  0.68163863E+02  0.50000000E+00 -0.97748595E+01 -0.19549719E+02  0.60000000E+08     1
    50    45    44        9        2     0.56338624E+02  0.63420688E+02  0.50000000E+00 -0.70820638E+01 -0.14164128E+02  0.60000000E+08     1
    50    45    45        9        2     0.54320602E+02  0.58707157E+02  0.50000000E+00 -0.43865552E+01 -0.87731104E+01  0.60000000E+08     1
    50    45    46        9        2     0.52332601E+02  0.55386813E+02  0.50000000E+00 -0.30542113E+01 -0.61084225E+01  0.60000000E+08     1
    50    45    47        9        2     0.50370203E+02  0.53448281E+02  0.50000000E+00 -0.30780775E+01 -0.61561549E+01  0.60000000E+08     1
    50    45    48        9        2     0.48431054E+02  0.50878415E+02  0.50000000E+00 -0.24473614E+01 -0.48947228E+01  0.60000000E+08     1
    50    45    49        8        2     0.45882570E+02  0.47683527E+02  0.50000000E+00 -0.18009571E+01 -0.36019142E+01  0.60000000E+08     1
    50    45    50        8        2     0.42732353E+02  0.43794502E+02  0.50000000E+00 -0.10621491E+01 -0.21242982E+01  0.60000000E+08     1
    50    45    51        7        2     0.38922498E+02  0.39215953E+02  0.50000000E+00 -0.29345473E+00 -0.58690947E+00  0.60000000E+08     1
    50    45    52        7        2     0.34475053E+02  0.34663423E+02  0.50000000E+00 -0.18836946E+00 -0.37673893E+00  0.60000000E+08     1
    50    45    53        7        2     0.30090733E+02  0.30133358E+02  0.50000000E+00 -0.42624897E-01 -0.85249794E-01  0.60000000E+08     1
    50    45    54        7        2     0.25760927E+02  0.25616682E+02  0.50000000E+00  0.14424536E+00  0.28849073E+00  0.60000000E+08     1
    50    45    55        7        2     0.21477989E+02  0.21304517E+02  0.50000000E+00  0.17347215E+00  0.34694430E+00  0.60000000E+08     1
