% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    54    35    28       11        2     0.13205779E+03  0.12701003E+03  0.50000000E+00  0.50477614E+01  0.10095523E+02  0.60000000E+08     1
    54    35    29       11        2     0.12858819E+03  0.12346885E+03  0.50000000E+00  0.51193394E+01  0.10238679E+02  0.60000000E+08     1
    54    35    30       11        2     0.12514310E+03  0.11995803E+03  0.50000000E+00  0.51850703E+01  0.10370141E+02  0.60000000E+08     1
    54    35    31       11        2     0.12172607E+03  0.11647959E+03  0.50000000E+00  0.52464785E+01  0.10492957E+02  0.60000000E+08     1
    54    35    32       11        2     0.11834200E+03  0.11303626E+03  0.50000000E+00  0.53057391E+01  0.10611478E+02  0.60000000E+08     1
    54    35    33       11        2     0.11499737E+03  0.10963170E+03  0.50000000E+00  0.53656751E+01  0.10731350E+02  0.60000000E+08     1
    54    35    34       11        2     0.11170041E+03  0.10627044E+03  0.50000000E+00  0.54299759E+01  0.10859952E+02  0.60000000E+08     1
    54    35    35       11        2     0.10846013E+03  0.10295704E+03  0.50000000E+00  0.55030945E+01  0.11006189E+02  0.60000000E+08     1
    54    35    36       10        2     0.10442052E+03  0.98804323E+02  0.50000000E+00  0.56162009E+01  0.11232402E+02  0.60000000E+08     1
    54    35    37       10        2     0.99560429E+02  0.93801123E+02  0.50000000E+00  0.57593056E+01  0.11518611E+02  0.60000000E+08     1
    54    35    38       10        2     0.94716943E+02  0.88818554E+02  0.50000000E+00  0.58983887E+01  0.11796777E+02  0.60000000E+08     1
    54    35    39       10        2     0.89892877E+02  0.83852054E+02  0.50000000E+00  0.60408223E+01  0.12081645E+02  0.60000000E+08     1
    54    35    40       10        2     0.85095052E+02  0.78904814E+02  0.50000000E+00  0.61902383E+01  0.12380477E+02  0.60000000E+08     1
    54    35    41       10        2     0.80330220E+02  0.73984686E+02  0.50000000E+00  0.63455339E+01  0.12691068E+02  0.60000000E+08     1
    54    35    42       10        2     0.75603659E+02  0.69104925E+02  0.50000000E+00  0.64987342E+01  0.12997468E+02  0.60000000E+08     1
    54    35    43       10        2     0.70918947E+02  0.64288775E+02  0.50000000E+00  0.66301715E+01  0.13260343E+02  0.60000000E+08     1
    54    35    44       10        2     0.66278270E+02  0.59580391E+02  0.50000000E+00  0.66978788E+01  0.13395758E+02  0.60000000E+08     1
    54    35    45       10        2     0.61682752E+02  0.55068754E+02  0.50000000E+00  0.66139988E+01  0.13227998E+02  0.60000000E+08     1
    54    35    46       10        2     0.57132094E+02  0.51962377E+02  0.50000000E+00  0.51697169E+01  0.10339434E+02  0.60000000E+08     1
    54    35    47       10        2     0.52621985E+02  0.50067965E+02  0.50000000E+00  0.25540203E+01  0.51080406E+01  0.60000000E+08     1
    54    35    48       10        2     0.48145603E+02  0.47497134E+02  0.50000000E+00  0.64846960E+00  0.12969392E+01  0.60000000E+08     1
    54    35    49        7        2     0.43722612E+02  0.44277886E+02  0.50000000E+00 -0.55527391E+00 -0.11105478E+01  0.60000000E+08     1
    54    35    50        7        2     0.39354979E+02  0.40344676E+02  0.50000000E+00 -0.98969647E+00 -0.19793929E+01  0.60000000E+08     1
    54    35    51        7        2     0.35022209E+02  0.35710074E+02  0.50000000E+00 -0.68786508E+00 -0.13757302E+01  0.60000000E+08     1
    54    35    52        7        2     0.30725101E+02  0.31108668E+02  0.50000000E+00 -0.38356642E+00 -0.76713284E+00  0.60000000E+08     1
    54    35    53        7        2     0.26462326E+02  0.26543506E+02  0.50000000E+00 -0.81179941E-01 -0.16235988E+00  0.60000000E+08     1
    54    35    54        7        2     0.22230255E+02  0.22014892E+02  0.50000000E+00  0.21536277E+00  0.43072554E+00  0.60000000E+08     1
    54    35    55        7        2     0.18023652E+02  0.17520305E+02  0.50000000E+00  0.50334744E+00  0.10066949E+01  0.60000000E+08     1
    50    45    27       11        2     0.13779495E+03  0.13259854E+03  0.50000000E+00  0.51964071E+01  0.10392814E+02  0.60000000E+08     1
    50    45    28       11        2     0.13438164E+03  0.12910242E+03  0.50000000E+00  0.52792220E+01  0.10558444E+02  0.60000000E+08     1
    50    45    29       11        2     0.13098861E+03  0.12563626E+03  0.50000000E+00  0.53523511E+01  0.10704702E+02  0.60000000E+08     1
    50    45    30       11        2     0.12761629E+03  0.12220110E+03  0.50000000E+00  0.54151916E+01  0.10830383E+02  0.60000000E+08     1
    50    45    31       11        2     0.12426548E+03  0.11879860E+03  0.50000000E+00  0.54668782E+01  0.10933756E+02  0.60000000E+08     1
    50    45    32       11        2     0.12093747E+03  0.11543170E+03  0.50000000E+00  0.55057690E+01  0.11011538E+02  0.60000000E+08     1
    50    45    33       11        2     0.11763445E+03  0.11210601E+03  0.50000000E+00  0.55284392E+01  0.11056878E+02  0.60000000E+08     1
    50    45    34       11        2     0.11435958E+03  0.10883341E+03  0.50000000E+00  0.55261704E+01  0.11052341E+02  0.60000000E+08     1
    50    45    35       11        2     0.11111629E+03  0.10564108E+03  0.50000000E+00  0.54752102E+01  0.10950420E+02  0.60000000E+08     1
    50    45    36       10        2     0.10704220E+03  0.10177092E+03  0.50000000E+00  0.52712754E+01  0.10542551E+02  0.60000000E+08     1
    50    45    37       10        2     0.10213583E+03  0.97079256E+02  0.50000000E+00  0.50565738E+01  0.10113148E+02  0.60000000E+08     1
    50    45    38       10        2     0.97261505E+02  0.92265274E+02  0.50000000E+00  0.49962307E+01  0.99924614E+01  0.60000000E+08     1
    50    45    39       10        2     0.92420749E+02  0.87417734E+02  0.50000000E+00  0.50030153E+01  0.10006031E+02  0.60000000E+08     1
    50    45    40       10        2     0.87615289E+02  0.82571674E+02  0.50000000E+00  0.50436148E+01  0.10087230E+02  0.60000000E+08     1
    50    45    41       10        2     0.82847195E+02  0.77742553E+02  0.50000000E+00  0.51046421E+01  0.10209284E+02  0.60000000E+08     1
    50    45    42       10        2     0.78118379E+02  0.72938417E+02  0.50000000E+00  0.51799618E+01  0.10359924E+02  0.60000000E+08     1
    50    45    43       10        2     0.73429835E+02  0.68163863E+02  0.50000000E+00  0.52659721E+01  0.10531944E+02  0.60000000E+08     1
    50    45    44       10        2     0.68781869E+02  0.63420688E+02  0.50000000E+00  0.53611810E+01  0.10722362E+02  0.60000000E+08     1
    50    45    45       10        2     0.64174705E+02  0.58707157E+02  0.50000000E+00  0.54675480E+01  0.10935096E+02  0.60000000E+08     1
    50    45    46       10        2     0.59608258E+02  0.55386813E+02  0.50000000E+00  0.42214455E+01  0.84428909E+01  0.60000000E+08     1
    50    45    47       10        2     0.55078817E+02  0.53448281E+02  0.50000000E+00  0.16305358E+01  0.32610716E+01  0.60000000E+08     1
    50    45    48       10        2     0.50578193E+02  0.50878415E+02  0.50000000E+00 -0.30022240E+00 -0.60044480E+00  0.60000000E+08     1
    50    45    49       10        2     0.46098901E+02  0.47683527E+02  0.50000000E+00 -0.15846255E+01 -0.31692510E+01  0.60000000E+08     1
    50    45    50        8        2     0.42336700E+02  0.43794502E+02  0.50000000E+00 -0.14578021E+01 -0.29156042E+01  0.60000000E+08     1
    50    45    51        7        2     0.38617674E+02  0.39215953E+02  0.50000000E+00 -0.59827862E+00 -0.11965572E+01  0.60000000E+08     1
    50    45    52        7        2     0.34256986E+02  0.34663423E+02  0.50000000E+00 -0.40643632E+00 -0.81287265E+00  0.60000000E+08     1
    50    45    53        7        2     0.29937931E+02  0.30133358E+02  0.50000000E+00 -0.19542768E+00 -0.39085535E+00  0.60000000E+08     1
    50    45    54        7        2     0.25656757E+02  0.25616682E+02  0.50000000E+00  0.40074782E-01  0.80149565E-01  0.60000000E+08     1
    50    45    55        7        2     0.21411059E+02  0.21304517E+02  0.50000000E+00  0.10654207E+00  0.21308414E+00  0.60000000E+08     1
