% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    50       12        2     0.47881987E+02  0.46839711E+02  0.50000000E+00  0.10422758E+01  0.20845516E+01  0.60000000E+08     1
    32    15    51       12        2     0.44478466E+02  0.43918630E+02  0.50000000E+00  0.55983644E+00  0.11196729E+01  0.60000000E+08     1
    32    15    52        7        2     0.40380765E+02  0.40376437E+02  0.50000000E+00  0.43280157E-02  0.86560314E-02  0.60000000E+08     1
    32    15    53        7        2     0.35503401E+02  0.36129785E+02  0.50000000E+00 -0.62638325E+00 -0.12527665E+01  0.60000000E+08     1
    32    15    54        7        2     0.30626718E+02  0.31150589E+02  0.50000000E+00 -0.52387068E+00 -0.10477414E+01  0.60000000E+08     1
    32    15    55        7        2     0.25775413E+02  0.26234622E+02  0.50000000E+00 -0.45920956E+00 -0.91841911E+00  0.60000000E+08     1
    32    15    56        7        2     0.20990952E+02  0.21462407E+02  0.50000000E+00 -0.47145511E+00 -0.94291022E+00  0.60000000E+08     1
    32    15    57        7        2     0.16356913E+02  0.17040457E+02  0.50000000E+00 -0.68354435E+00 -0.13670887E+01  0.60000000E+08     1
    79    23    31       12        2     0.11438845E+03  0.11190129E+03  0.50000000E+00  0.24871593E+01  0.49743186E+01  0.60000000E+08     1
    79    23    32       12        2     0.11068021E+03  0.10831165E+03  0.50000000E+00  0.23685611E+01  0.47371223E+01  0.60000000E+08     1
    79    23    33       12        2     0.10698344E+03  0.10473877E+03  0.50000000E+00  0.22446632E+01  0.44893263E+01  0.60000000E+08     1
    79    23    34       12        2     0.10329899E+03  0.10118208E+03  0.50000000E+00  0.21169086E+01  0.42338173E+01  0.60000000E+08     1
    79    23    35       12        2     0.99627963E+02  0.97640698E+02  0.50000000E+00  0.19872653E+01  0.39745305E+01  0.60000000E+08     1
    79    23    36       12        2     0.95971682E+02  0.94113242E+02  0.50000000E+00  0.18584400E+01  0.37168800E+01  0.60000000E+08     1
    79    23    37       12        2     0.92331773E+02  0.90597498E+02  0.50000000E+00  0.17342750E+01  0.34685500E+01  0.60000000E+08     1
    79    23    38       12        2     0.88710322E+02  0.87089785E+02  0.50000000E+00  0.16205374E+01  0.32410748E+01  0.60000000E+08     1
    79    23    39       12        2     0.85110275E+02  0.83583770E+02  0.50000000E+00  0.15265048E+01  0.30530097E+01  0.60000000E+08     1
    79    23    40       12        2     0.81536304E+02  0.80068237E+02  0.50000000E+00  0.14680670E+01  0.29361340E+01  0.60000000E+08     1
    79    23    41       12        2     0.77996497E+02  0.76522745E+02  0.50000000E+00  0.14737520E+01  0.29475039E+01  0.60000000E+08     1
    79    23    42       12        2     0.74505887E+02  0.72909137E+02  0.50000000E+00  0.15967505E+01  0.31935010E+01  0.60000000E+08     1
    79    23    43       12        2     0.71093956E+02  0.68506751E+02  0.50000000E+00  0.25872054E+01  0.51744107E+01  0.60000000E+08     1
    79    23    44        7        2     0.66827670E+02  0.64742587E+02  0.50000000E+00  0.20850825E+01  0.41701649E+01  0.60000000E+08     1
    79    23    45        9        2     0.63168604E+02  0.61703930E+02  0.50000000E+00  0.14646738E+01  0.29293477E+01  0.60000000E+08     1
    79    23    46        8        2     0.60277313E+02  0.57964762E+02  0.50000000E+00  0.23125503E+01  0.46251005E+01  0.60000000E+08     1
    79    23    47        7        2     0.55961625E+02  0.53428196E+02  0.50000000E+00  0.25334284E+01  0.50668567E+01  0.60000000E+08     1
    79    23    48        7        2     0.50865084E+02  0.48175945E+02  0.50000000E+00  0.26891396E+01  0.53782793E+01  0.60000000E+08     1
    79    23    49        7        2     0.45683456E+02  0.42972006E+02  0.50000000E+00  0.27114499E+01  0.54228998E+01  0.60000000E+08     1
    79    23    50        7        2     0.40451240E+02  0.37780273E+02  0.50000000E+00  0.26709674E+01  0.53419347E+01  0.60000000E+08     1
    79    23    51        7        2     0.35177281E+02  0.32571487E+02  0.50000000E+00  0.26057938E+01  0.52115877E+01  0.60000000E+08     1
    79    23    52        7        2     0.29855354E+02  0.27557691E+02  0.50000000E+00  0.22976637E+01  0.45953273E+01  0.60000000E+08     1
    79    23    53        6        2     0.24716388E+02  0.22740615E+02  0.50000000E+00  0.19757729E+01  0.39515457E+01  0.60000000E+08     1
    79    23    54        6        2     0.19771442E+02  0.17889341E+02  0.50000000E+00  0.18821005E+01  0.37642009E+01  0.60000000E+08     1
    54    35    18       12        2     0.16783315E+03  0.16379233E+03  0.50000000E+00  0.40408139E+01  0.80816278E+01  0.60000000E+08     1
    54    35    19       12        2     0.16419528E+03  0.16005174E+03  0.50000000E+00  0.41435430E+01  0.82870859E+01  0.60000000E+08     1
    54    35    20       12        2     0.16057831E+03  0.15630407E+03  0.50000000E+00  0.42742415E+01  0.85484831E+01  0.60000000E+08     1
    54    35    21       12        2     0.15698168E+03  0.15255215E+03  0.50000000E+00  0.44295379E+01  0.88590758E+01  0.60000000E+08     1
    54    35    22       12        2     0.15340485E+03  0.14882833E+03  0.50000000E+00  0.45765170E+01  0.91530341E+01  0.60000000E+08     1
    54    35    23       12        2     0.14984730E+03  0.14512802E+03  0.50000000E+00  0.47192830E+01  0.94385660E+01  0.60000000E+08     1
    54    35    24       12        2     0.14630761E+03  0.14145250E+03  0.50000000E+00  0.48551098E+01  0.97102196E+01  0.60000000E+08     1
    54    35    25       12        2     0.14279022E+03  0.13780218E+03  0.50000000E+00  0.49880414E+01  0.99760828E+01  0.60000000E+08     1
    54    35    26       11        2     0.13926429E+03  0.13417776E+03  0.50000000E+00  0.50865337E+01  0.10173067E+02  0.60000000E+08     1
    54    35    27       11        2     0.13572798E+03  0.13058006E+03  0.50000000E+00  0.51479230E+01  0.10295846E+02  0.60000000E+08     1
    54    35    28       11        2     0.13221345E+03  0.12701003E+03  0.50000000E+00  0.52034151E+01  0.10406830E+02  0.60000000E+08     1
    54    35    29       11        2     0.12872102E+03  0.12346885E+03  0.50000000E+00  0.52521714E+01  0.10504343E+02  0.60000000E+08     1
    54    35    30       11        2     0.12525213E+03  0.11995803E+03  0.50000000E+00  0.52940994E+01  0.10588199E+02  0.60000000E+08     1
    54    35    31       11        2     0.12181056E+03  0.11647959E+03  0.50000000E+00  0.53309770E+01  0.10661954E+02  0.60000000E+08     1
    54    35    32       11        2     0.11840298E+03  0.11303626E+03  0.50000000E+00  0.53667253E+01  0.10733451E+02  0.60000000E+08     1
    54    35    33       11        2     0.11504093E+03  0.10963170E+03  0.50000000E+00  0.54092384E+01  0.10818477E+02  0.60000000E+08     1
    54    35    34       11        2     0.11174482E+03  0.10627044E+03  0.50000000E+00  0.54743837E+01  0.10948767E+02  0.60000000E+08     1
    54    35    35       10        2     0.10769465E+03  0.10295704E+03  0.50000000E+00  0.47376101E+01  0.94752201E+01  0.60000000E+08     1
    54    35    36       10        2     0.10282284E+03  0.98804323E+02  0.50000000E+00  0.40185163E+01  0.80370326E+01  0.60000000E+08     1
    54    35    37       10        2     0.97891259E+02  0.93801123E+02  0.50000000E+00  0.40901361E+01  0.81802722E+01  0.60000000E+08     1
    54    35    38       10        2     0.92954085E+02  0.88818554E+02  0.50000000E+00  0.41355306E+01  0.82710612E+01  0.60000000E+08     1
    54    35    39       10        2     0.88039179E+02  0.83852054E+02  0.50000000E+00  0.41871247E+01  0.83742495E+01  0.60000000E+08     1
    54    35    40       10        2     0.83161440E+02  0.78904814E+02  0.50000000E+00  0.42566266E+01  0.85132531E+01  0.60000000E+08     1
    54    35    41       10        2     0.78330941E+02  0.73984686E+02  0.50000000E+00  0.43462546E+01  0.86925093E+01  0.60000000E+08     1
    54    35    42       10        2     0.73554774E+02  0.69104925E+02  0.50000000E+00  0.44498491E+01  0.88996982E+01  0.60000000E+08     1
    54    35    43       10        2     0.68837259E+02  0.64288775E+02  0.50000000E+00  0.45484841E+01  0.90969681E+01  0.60000000E+08     1
    54    35    44       10        2     0.64179314E+02  0.59580391E+02  0.50000000E+00  0.45989233E+01  0.91978466E+01  0.60000000E+08     1
    54    35    45       10        2     0.59575715E+02  0.55068754E+02  0.50000000E+00  0.45069610E+01  0.90139220E+01  0.60000000E+08     1
    54    35    46       10        2     0.55005797E+02  0.51962377E+02  0.50000000E+00  0.30434198E+01  0.60868396E+01  0.60000000E+08     1
    54    35    47        8        2     0.51128158E+02  0.50067965E+02  0.50000000E+00  0.10601928E+01  0.21203857E+01  0.60000000E+08     1
    54    35    48        7        2     0.47344509E+02  0.47497134E+02  0.50000000E+00 -0.15262507E+00 -0.30525013E+00  0.60000000E+08     1
    54    35    49        7        2     0.43026974E+02  0.44277886E+02  0.50000000E+00 -0.12509121E+01 -0.25018241E+01  0.60000000E+08     1
    54    35    50        7        2     0.38773375E+02  0.40344676E+02  0.50000000E+00 -0.15713005E+01 -0.31426010E+01  0.60000000E+08     1
    54    35    51        7        2     0.34554357E+02  0.35710074E+02  0.50000000E+00 -0.11557170E+01 -0.23114340E+01  0.60000000E+08     1
    54    35    52        7        2     0.30361429E+02  0.31108668E+02  0.50000000E+00 -0.74723879E+00 -0.14944776E+01  0.60000000E+08     1
    54    35    53        7        2     0.26191976E+02  0.26543506E+02  0.50000000E+00 -0.35153017E+00 -0.70306033E+00  0.60000000E+08     1
    54    35    54        7        2     0.22044015E+02  0.22014892E+02  0.50000000E+00  0.29122255E-01  0.58244510E-01  0.60000000E+08     1
    54    35    55        7        2     0.17914543E+02  0.17520305E+02  0.50000000E+00  0.39423844E+00  0.78847687E+00  0.60000000E+08     1
    50    45    27       11        2     0.13799223E+03  0.13259854E+03  0.50000000E+00  0.53936841E+01  0.10787368E+02  0.60000000E+08     1
    50    45    28       11        2     0.13455078E+03  0.12910242E+03  0.50000000E+00  0.54483612E+01  0.10896722E+02  0.60000000E+08     1
    50    45    29       11        2     0.13112577E+03  0.12563626E+03  0.50000000E+00  0.54895105E+01  0.10979021E+02  0.60000000E+08     1
    50    45    30       11        2     0.12771657E+03  0.12220110E+03  0.50000000E+00  0.55154717E+01  0.11030943E+02  0.60000000E+08     1
    50    45    31       11        2     0.12432287E+03  0.11879860E+03  0.50000000E+00  0.55242649E+01  0.11048530E+02  0.60000000E+08     1
    50    45    32       11        2     0.12094509E+03  0.11543170E+03  0.50000000E+00  0.55133869E+01  0.11026774E+02  0.60000000E+08     1
    50    45    33       11        2     0.11758451E+03  0.11210601E+03  0.50000000E+00  0.54784959E+01  0.10956992E+02  0.60000000E+08     1
    50    45    34       11        2     0.11424377E+03  0.10883341E+03  0.50000000E+00  0.54103618E+01  0.10820724E+02  0.60000000E+08     1
    50    45    35       10        2     0.11003927E+03  0.10564108E+03  0.50000000E+00  0.43981878E+01  0.87963756E+01  0.60000000E+08     1
    50    45    36       10        2     0.10496851E+03  0.10177092E+03  0.50000000E+00  0.31975847E+01  0.63951694E+01  0.60000000E+08     1
    50    45    37       10        2     0.99919060E+02  0.97079256E+02  0.50000000E+00  0.28398042E+01  0.56796085E+01  0.60000000E+08     1
    50    45    38       10        2     0.94892217E+02  0.92265274E+02  0.50000000E+00  0.26269422E+01  0.52538845E+01  0.60000000E+08     1
    50    45    39       10        2     0.89891842E+02  0.87417734E+02  0.50000000E+00  0.24741074E+01  0.49482148E+01  0.60000000E+08     1
    50    45    40       10        2     0.84922082E+02  0.82571674E+02  0.50000000E+00  0.23504077E+01  0.47008154E+01  0.60000000E+08     1
    50    45    41       10        2     0.79987669E+02  0.77742553E+02  0.50000000E+00  0.22451160E+01  0.44902321E+01  0.60000000E+08     1
    50    45    42       10        2     0.75094091E+02  0.72938417E+02  0.50000000E+00  0.21556734E+01  0.43113469E+01  0.60000000E+08     1
    50    45    43       10        2     0.70247471E+02  0.68163863E+02  0.50000000E+00  0.20836079E+01  0.41672157E+01  0.60000000E+08     1
    50    45    44       10        2     0.65455484E+02  0.63420688E+02  0.50000000E+00  0.20347962E+01  0.40695924E+01  0.60000000E+08     1
    50    45    45       10        2     0.60728702E+02  0.58707157E+02  0.50000000E+00  0.20215443E+01  0.40430886E+01  0.60000000E+08     1
    50    45    46       10        2     0.56078880E+02  0.55386813E+02  0.50000000E+00  0.69206751E+00  0.13841350E+01  0.60000000E+08     1
    50    45    47       10        2     0.51506987E+02  0.53448281E+02  0.50000000E+00 -0.19412942E+01 -0.38825885E+01  0.60000000E+08     1
    50    45    48        9        2     0.48297200E+02  0.50878415E+02  0.50000000E+00 -0.25812152E+01 -0.51624305E+01  0.60000000E+08     1
    50    45    49        8        2     0.45787365E+02  0.47683527E+02  0.50000000E+00 -0.18961617E+01 -0.37923233E+01  0.60000000E+08     1
    50    45    50        8        2     0.42664702E+02  0.43794502E+02  0.50000000E+00 -0.11298001E+01 -0.22596002E+01  0.60000000E+08     1
    50    45    51        7        2     0.38873812E+02  0.39215953E+02  0.50000000E+00 -0.34214114E+00 -0.68428228E+00  0.60000000E+08     1
    50    45    52        7        2     0.34442802E+02  0.34663423E+02  0.50000000E+00 -0.22062071E+00 -0.44124143E+00  0.60000000E+08     1
    50    45    53        7        2     0.30067609E+02  0.30133358E+02  0.50000000E+00 -0.65749169E-01 -0.13149834E+00  0.60000000E+08     1
    50    45    54        7        2     0.25743254E+02  0.25616682E+02  0.50000000E+00  0.12657239E+00  0.25314478E+00  0.60000000E+08     1
    50    45    55        7        2     0.21465066E+02  0.21304517E+02  0.50000000E+00  0.16054893E+00  0.32109785E+00  0.60000000E+08     1
