% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    40       12        2     0.82522800E+02  0.83131509E+02  0.50000000E+00 -0.60870882E+00 -0.12174176E+01  0.60000000E+08     1
    32    15    41       12        2     0.79031866E+02  0.79575263E+02  0.50000000E+00 -0.54339733E+00 -0.10867947E+01  0.60000000E+08     1
    32    15    42       12        2     0.75509685E+02  0.75984904E+02  0.50000000E+00 -0.47521834E+00 -0.95043668E+00  0.60000000E+08     1
    32    15    43       12        2     0.71934503E+02  0.72324252E+02  0.50000000E+00 -0.38974842E+00 -0.77949684E+00  0.60000000E+08     1
    32    15    44       12        2     0.68248485E+02  0.68531442E+02  0.50000000E+00 -0.28295697E+00 -0.56591394E+00  0.60000000E+08     1
    32    15    45       12        2     0.64500075E+02  0.64669560E+02  0.50000000E+00 -0.16948546E+00 -0.33897091E+00  0.60000000E+08     1
    32    15    46       12        2     0.60765090E+02  0.60810325E+02  0.50000000E+00 -0.45234928E-01 -0.90469855E-01  0.60000000E+08     1
    32    15    47       12        2     0.57087926E+02  0.56994213E+02  0.50000000E+00  0.93712639E-01  0.18742528E+00  0.60000000E+08     1
    32    15    48       12        2     0.53512551E+02  0.53259247E+02  0.50000000E+00  0.25330353E+00  0.50660707E+00  0.60000000E+08     1
    32    15    49       12        2     0.50112366E+02  0.49667649E+02  0.50000000E+00  0.44471675E+00  0.88943351E+00  0.60000000E+08     1
    32    15    50        8        2     0.46869123E+02  0.46839711E+02  0.50000000E+00  0.29412010E-01  0.58824019E-01  0.60000000E+08     1
    32    15    51        8        2     0.43514477E+02  0.43918630E+02  0.50000000E+00 -0.40415300E+00 -0.80830599E+00  0.60000000E+08     1
    32    15    52        7        2     0.39470288E+02  0.40376437E+02  0.50000000E+00 -0.90614975E+00 -0.18122995E+01  0.60000000E+08     1
    32    15    53        7        2     0.34756337E+02  0.36129785E+02  0.50000000E+00 -0.13734472E+01 -0.27468944E+01  0.60000000E+08     1
    32    15    54        7        2     0.30021481E+02  0.31150589E+02  0.50000000E+00 -0.11291078E+01 -0.22582155E+01  0.60000000E+08     1
    32    15    55        7        2     0.25307270E+02  0.26234622E+02  0.50000000E+00 -0.92735292E+00 -0.18547058E+01  0.60000000E+08     1
    32    15    56        7        2     0.20658138E+02  0.21462407E+02  0.50000000E+00 -0.80426869E+00 -0.16085374E+01  0.60000000E+08     1
    32    15    57        7        2     0.16159425E+02  0.17040457E+02  0.50000000E+00 -0.88103195E+00 -0.17620639E+01  0.60000000E+08     1
    79    23    31       12        2     0.11046461E+03  0.11190129E+03  0.50000000E+00 -0.14366868E+01 -0.28733735E+01  0.60000000E+08     1
    79    23    32       12        2     0.10701643E+03  0.10831165E+03  0.50000000E+00 -0.12952219E+01 -0.25904439E+01  0.60000000E+08     1
    79    23    33       12        2     0.10358510E+03  0.10473877E+03  0.50000000E+00 -0.11536746E+01 -0.23073492E+01  0.60000000E+08     1
    79    23    34       12        2     0.10017079E+03  0.10118208E+03  0.50000000E+00 -0.10112885E+01 -0.20225771E+01  0.60000000E+08     1
    79    23    35       12        2     0.96773882E+02  0.97640698E+02  0.50000000E+00 -0.86681595E+00 -0.17336319E+01  0.60000000E+08     1
    79    23    36       12        2     0.93395036E+02  0.94113242E+02  0.50000000E+00 -0.71820521E+00 -0.14364104E+01  0.60000000E+08     1
    79    23    37       12        2     0.90035542E+02  0.90597498E+02  0.50000000E+00 -0.56195598E+00 -0.11239120E+01  0.60000000E+08     1
    79    23    38       12        2     0.86697937E+02  0.87089785E+02  0.50000000E+00 -0.39184784E+00 -0.78369569E+00  0.60000000E+08     1
    79    23    39       12        2     0.83387329E+02  0.83583770E+02  0.50000000E+00 -0.19644134E+00 -0.39288268E+00  0.60000000E+08     1
    79    23    40       12        2     0.80114104E+02  0.80068237E+02  0.50000000E+00  0.45866745E-01  0.91733489E-01  0.60000000E+08     1
    79    23    41       12        2     0.76899358E+02  0.76522745E+02  0.50000000E+00  0.37661359E+00  0.75322717E+00  0.60000000E+08     1
    79    23    42        7        2     0.72852730E+02  0.72909137E+02  0.50000000E+00 -0.56407239E-01 -0.11281448E+00  0.60000000E+08     1
    79    23    43        7        2     0.67918407E+02  0.68506751E+02  0.50000000E+00 -0.58834372E+00 -0.11766874E+01  0.60000000E+08     1
    79    23    44        7        2     0.62922866E+02  0.64742587E+02  0.50000000E+00 -0.18197215E+01 -0.36394430E+01  0.60000000E+08     1
    79    23    45        9        2     0.59382106E+02  0.61703930E+02  0.50000000E+00 -0.23218239E+01 -0.46436477E+01  0.60000000E+08     1
    79    23    46        8        2     0.56671430E+02  0.57964762E+02  0.50000000E+00 -0.12933327E+01 -0.25866654E+01  0.60000000E+08     1
    79    23    47        7        2     0.52654403E+02  0.53428196E+02  0.50000000E+00 -0.77379313E+00 -0.15475863E+01  0.60000000E+08     1
    79    23    48        7        2     0.47930495E+02  0.48175945E+02  0.50000000E+00 -0.24544963E+00 -0.49089925E+00  0.60000000E+08     1
    79    23    49        7        2     0.43136677E+02  0.42972006E+02  0.50000000E+00  0.16467088E+00  0.32934175E+00  0.60000000E+08     1
    79    23    50        7        2     0.38299636E+02  0.37780273E+02  0.50000000E+00  0.51936280E+00  0.10387256E+01  0.60000000E+08     1
    79    23    51        7        2     0.33425947E+02  0.32571487E+02  0.50000000E+00  0.85446016E+00  0.17089203E+01  0.60000000E+08     1
    79    23    52        7        2     0.28509121E+02  0.27557691E+02  0.50000000E+00  0.95143051E+00  0.19028610E+01  0.60000000E+08     1
    79    23    53        6        2     0.23762396E+02  0.22740615E+02  0.50000000E+00  0.10217812E+01  0.20435625E+01  0.60000000E+08     1
    79    23    54        6        2     0.19195570E+02  0.17889341E+02  0.50000000E+00  0.13062285E+01  0.26124571E+01  0.60000000E+08     1
    54    35    18       12        2     0.15972393E+03  0.16379233E+03  0.50000000E+00 -0.40684064E+01 -0.81368129E+01  0.60000000E+08     1
    54    35    19       12        2     0.15611130E+03  0.16005174E+03  0.50000000E+00 -0.39404370E+01 -0.78808740E+01  0.60000000E+08     1
    54    35    20       12        2     0.15252540E+03  0.15630407E+03  0.50000000E+00 -0.37786731E+01 -0.75573463E+01  0.60000000E+08     1
    54    35    21       12        2     0.14896613E+03  0.15255215E+03  0.50000000E+00 -0.35860134E+01 -0.71720267E+01  0.60000000E+08     1
    54    35    22       12        2     0.14543309E+03  0.14882833E+03  0.50000000E+00 -0.33952406E+01 -0.67904812E+01  0.60000000E+08     1
    54    35    23       12        2     0.14192516E+03  0.14512802E+03  0.50000000E+00 -0.32028656E+01 -0.64057311E+01  0.60000000E+08     1
    54    35    24       12        2     0.13844692E+03  0.14145250E+03  0.50000000E+00 -0.30055794E+01 -0.60111588E+01  0.60000000E+08     1
    54    35    25       11        2     0.13496882E+03  0.13780218E+03  0.50000000E+00 -0.28333578E+01 -0.56667157E+01  0.60000000E+08     1
    54    35    26       11        2     0.13149162E+03  0.13417776E+03  0.50000000E+00 -0.26861390E+01 -0.53722779E+01  0.60000000E+08     1
    54    35    27       11        2     0.12804509E+03  0.13058006E+03  0.50000000E+00 -0.25349698E+01 -0.50699396E+01  0.60000000E+08     1
    54    35    28       11        2     0.12462448E+03  0.12701003E+03  0.50000000E+00 -0.23855547E+01 -0.47711095E+01  0.60000000E+08     1
    54    35    29       11        2     0.12123101E+03  0.12346885E+03  0.50000000E+00 -0.22378439E+01 -0.44756877E+01  0.60000000E+08     1
    54    35    30       11        2     0.11786475E+03  0.11995803E+03  0.50000000E+00 -0.20932837E+01 -0.41865674E+01  0.60000000E+08     1
    54    35    31       11        2     0.11452515E+03  0.11647959E+03  0.50000000E+00 -0.19544363E+01 -0.39088726E+01  0.60000000E+08     1
    54    35    32       11        2     0.11120971E+03  0.11303626E+03  0.50000000E+00 -0.18265517E+01 -0.36531034E+01  0.60000000E+08     1
    54    35    33       11        2     0.10791140E+03  0.10963170E+03  0.50000000E+00 -0.17202948E+01 -0.34405896E+01  0.60000000E+08     1
    54    35    34       11        2     0.10461370E+03  0.10627044E+03  0.50000000E+00 -0.16567368E+01 -0.33134737E+01  0.60000000E+08     1
    54    35    35       11        2     0.10128103E+03  0.10295704E+03  0.50000000E+00 -0.16760048E+01 -0.33520095E+01  0.60000000E+08     1
    54    35    36       10        2     0.97132169E+02  0.98804323E+02  0.50000000E+00 -0.16721540E+01 -0.33443079E+01  0.60000000E+08     1
    54    35    37       10        2     0.92233545E+02  0.93801123E+02  0.50000000E+00 -0.15675780E+01 -0.31351561E+01  0.60000000E+08     1
    54    35    38       10        2     0.87422750E+02  0.88818554E+02  0.50000000E+00 -0.13958044E+01 -0.27916089E+01  0.60000000E+08     1
    54    35    39       10        2     0.82672893E+02  0.83852054E+02  0.50000000E+00 -0.11791617E+01 -0.23583235E+01  0.60000000E+08     1
    54    35    40       10        2     0.77973165E+02  0.78904814E+02  0.50000000E+00 -0.93164834E+00 -0.18632967E+01  0.60000000E+08     1
    54    35    41       10        2     0.73321257E+02  0.73984686E+02  0.50000000E+00 -0.66342914E+00 -0.13268583E+01  0.60000000E+08     1
    54    35    42       10        2     0.68720337E+02  0.69104925E+02  0.50000000E+00 -0.38458759E+00 -0.76917517E+00  0.60000000E+08     1
    54    35    43       10        2     0.64180195E+02  0.64288775E+02  0.50000000E+00 -0.10858036E+00 -0.21716073E+00  0.60000000E+08     1
    54    35    44       10        2     0.59725778E+02  0.59580391E+02  0.50000000E+00  0.14538712E+00  0.29077423E+00  0.60000000E+08     1
    54    35    45        8        2     0.56095790E+02  0.55068754E+02  0.50000000E+00  0.10270359E+01  0.20540719E+01  0.60000000E+08     1
    54    35    46        8        2     0.53207289E+02  0.51962377E+02  0.50000000E+00  0.12449123E+01  0.24898247E+01  0.60000000E+08     1
    54    35    47        8        2     0.50233634E+02  0.50067965E+02  0.50000000E+00  0.16566951E+00  0.33133902E+00  0.60000000E+08     1
    54    35    48        7        2     0.46634544E+02  0.47497134E+02  0.50000000E+00 -0.86259016E+00 -0.17251803E+01  0.60000000E+08     1
    54    35    49        7        2     0.42496921E+02  0.44277886E+02  0.50000000E+00 -0.17809642E+01 -0.35619284E+01  0.60000000E+08     1
    54    35    50        7        2     0.38390846E+02  0.40344676E+02  0.50000000E+00 -0.19538294E+01 -0.39076588E+01  0.60000000E+08     1
    54    35    51        7        2     0.34288766E+02  0.35710074E+02  0.50000000E+00 -0.14213077E+01 -0.28426154E+01  0.60000000E+08     1
    54    35    52        7        2     0.30184804E+02  0.31108668E+02  0.50000000E+00 -0.92386316E+00 -0.18477263E+01  0.60000000E+08     1
    54    35    53        7        2     0.26080354E+02  0.26543506E+02  0.50000000E+00 -0.46315226E+00 -0.92630453E+00  0.60000000E+08     1
    54    35    54        7        2     0.21978573E+02  0.22014892E+02  0.50000000E+00 -0.36319354E-01 -0.72638708E-01  0.60000000E+08     1
    54    35    55        7        2     0.17881650E+02  0.17520305E+02  0.50000000E+00  0.36134497E+00  0.72268995E+00  0.60000000E+08     1
    50    45    27       11        2     0.13027610E+03  0.13259854E+03  0.50000000E+00 -0.23224464E+01 -0.46448928E+01  0.60000000E+08     1
    50    45    28       11        2     0.12689758E+03  0.12910242E+03  0.50000000E+00 -0.22048406E+01 -0.44096812E+01  0.60000000E+08     1
    50    45    29       11        2     0.12354706E+03  0.12563626E+03  0.50000000E+00 -0.20892029E+01 -0.41784059E+01  0.60000000E+08     1
    50    45    30       11        2     0.12022543E+03  0.12220110E+03  0.50000000E+00 -0.19756729E+01 -0.39513457E+01  0.60000000E+08     1
    50    45    31       11        2     0.11693439E+03  0.11879860E+03  0.50000000E+00 -0.18642150E+01 -0.37284300E+01  0.60000000E+08     1
    50    45    32       11        2     0.11367726E+03  0.11543170E+03  0.50000000E+00 -0.17544411E+01 -0.35088823E+01  0.60000000E+08     1
    50    45    33       11        2     0.11046072E+03  0.11210601E+03  0.50000000E+00 -0.16452957E+01 -0.32905914E+01  0.60000000E+08     1
    50    45    34       11        2     0.10729899E+03  0.10883341E+03  0.50000000E+00 -0.15344194E+01 -0.30688389E+01  0.60000000E+08     1
    50    45    35       10        2     0.10339593E+03  0.10564108E+03  0.50000000E+00 -0.22451465E+01 -0.44902930E+01  0.60000000E+08     1
    50    45    36       10        2     0.98677581E+02  0.10177092E+03  0.50000000E+00 -0.30933420E+01 -0.61866840E+01  0.60000000E+08     1
    50    45    37       10        2     0.93895238E+02  0.97079256E+02  0.50000000E+00 -0.31840179E+01 -0.63680358E+01  0.60000000E+08     1
    50    45    38       10        2     0.89094953E+02  0.92265274E+02  0.50000000E+00 -0.31703218E+01 -0.63406437E+01  0.60000000E+08     1
    50    45    39       10        2     0.84297347E+02  0.87417734E+02  0.50000000E+00 -0.31203869E+01 -0.62407737E+01  0.60000000E+08     1
    50    45    40       10        2     0.79513468E+02  0.82571674E+02  0.50000000E+00 -0.30582059E+01 -0.61164117E+01  0.60000000E+08     1
    50    45    41       10        2     0.74751994E+02  0.77742553E+02  0.50000000E+00 -0.29905593E+01 -0.59811186E+01  0.60000000E+08     1
    50    45    42       10        2     0.70024089E+02  0.72938417E+02  0.50000000E+00 -0.29143281E+01 -0.58286562E+01  0.60000000E+08     1
    50    45    43       10        2     0.65349521E+02  0.68163863E+02  0.50000000E+00 -0.28143413E+01 -0.56286826E+01  0.60000000E+08     1
    50    45    44       10        2     0.60768315E+02  0.63420688E+02  0.50000000E+00 -0.26523731E+01 -0.53047462E+01  0.60000000E+08     1
    50    45    45       10        2     0.56365552E+02  0.58707157E+02  0.50000000E+00 -0.23416056E+01 -0.46832111E+01  0.60000000E+08     1
    50    45    46        9        2     0.53304053E+02  0.55386813E+02  0.50000000E+00 -0.20827596E+01 -0.41655191E+01  0.60000000E+08     1
    50    45    47        9        2     0.51429943E+02  0.53448281E+02  0.50000000E+00 -0.20183382E+01 -0.40366765E+01  0.60000000E+08     1
    50    45    48        9        2     0.49515607E+02  0.50878415E+02  0.50000000E+00 -0.13628084E+01 -0.27256168E+01  0.60000000E+08     1
    50    45    49        8        2     0.46949249E+02  0.47683527E+02  0.50000000E+00 -0.73427791E+00 -0.14685558E+01  0.60000000E+08     1
    50    45    50        8        2     0.43746250E+02  0.43794502E+02  0.50000000E+00 -0.48251852E-01 -0.96503705E-01  0.60000000E+08     1
    50    45    51        7        2     0.39849507E+02  0.39215953E+02  0.50000000E+00  0.63355437E+00  0.12671087E+01  0.60000000E+08     1
    50    45    52        7        2     0.35282105E+02  0.34663423E+02  0.50000000E+00  0.61868262E+00  0.12373652E+01  0.60000000E+08     1
    50    45    53        7        2     0.30765981E+02  0.30133358E+02  0.50000000E+00  0.63262279E+00  0.12652456E+01  0.60000000E+08     1
    50    45    54        7        2     0.26295100E+02  0.25616682E+02  0.50000000E+00  0.67841778E+00  0.13568356E+01  0.60000000E+08     1
    50    45    55        7        2     0.21864268E+02  0.21304517E+02  0.50000000E+00  0.55975146E+00  0.11195029E+01  0.60000000E+08     1
