,X,Y,Z,X_c,Y_c,Z_c,surface,series,id,order_series,smooth
59,20327.85199,4600,-280.87343,0.607075441905531,0.4596900434363425,0.5405284941919923,Orange,Post_tectonic_series,8,6,2e-06
60,25375.8712,4600,-1229.66861,0.6957668493005781,0.4596900434363425,0.5238585933173804,Orange,Post_tectonic_series,8,6,2e-06
129,9709.60363,9200,-122.74089,0.42051763537956266,0.5405099565636574,0.5433068111801231,Orange,Post_tectonic_series,8,6,2e-06
130,13678.39114,9200,-461.59632,0.4902474314184697,0.5405099565636574,0.5373532750028799,Orange,Post_tectonic_series,8,6,2e-06
131,16602.76089,9200,-551.95776,0.541627281233067,0.5405099565636574,0.5357656654961714,Orange,Post_tectonic_series,8,6,2e-06
132,17473.10903,9200,329.06633,0.5569189032037888,0.5405099565636574,0.5512448590650566,Orange,Post_tectonic_series,8,6,2e-06
133,19178.99245,9200,-461.59632,0.586890500988512,0.5405099565636574,0.5373532750028799,Orange,Post_tectonic_series,8,6,2e-06
134,20327.85199,9200,-280.87343,0.607075441905531,0.5405099565636574,0.5405284941919923,Orange,Post_tectonic_series,8,6,2e-06
135,25375.8712,9200,-1229.66861,0.6957668493005781,0.5405099565636574,0.5238585933173804,Orange,Post_tectonic_series,8,6,2e-06
37,1401.6663199999998,4600,608.57152,0.2745509458879587,0.4596900434363425,0.556155638450803,Unconformity,Detachement,9,7,2e-06
38,4131.078079999999,4600,544.2858,0.32250547226445253,0.4596900434363425,0.5550261675147754,Unconformity,Detachement,9,7,2e-06
39,5950.68593,4600,8.57152,0.35447515669114393,0.4596900434363425,0.545613910651588,Unconformity,Detachement,9,7,2e-06
40,8225.19573,4600,-119.99991000000001,0.39443726200488877,0.4596900434363425,0.5433549689552283,Unconformity,Detachement,9,7,2e-06
41,9760.48985,4600,-441.42848,0.4214116831795143,0.4596900434363425,0.5377076148021768,Unconformity,Detachement,9,7,2e-06
42,11466.3722,4600,-634.28563,0.45138326216482294,0.4596900434363425,0.5343192021697895,Unconformity,Detachement,9,7,2e-06
43,13854.6075,4600,-741.42848,0.4933434729199505,0.4596900434363425,0.5324367509025693,Unconformity,Detachement,9,7,2e-06
44,16015.39181,4600,-869.99991,0.5313074729680082,0.4596900434363425,0.5301778092062096,Unconformity,Detachement,9,7,2e-06
45,18119.31338,4600,-934.2856300000001,0.5682724204710699,0.4596900434363425,0.5290483382701819,Unconformity,Detachement,9,7,2e-06
46,23464.41142,4600,-1384.28563,0.6621833681340659,0.4596900434363425,0.5211420424207708,Unconformity,Detachement,9,7,2e-06
47,25454.6075,4600,-1512.85706,0.6971502103714403,0.4596900434363425,0.518883100724411,Unconformity,Detachement,9,7,2e-06
48,27672.25455,4600,-1769.9999100000002,0.7361132629644939,0.4596900434363425,0.5143652175073871,Unconformity,Detachement,9,7,2e-06
49,21019.31338,4600,-1041.42848,0.6192241048339423,0.4596900434363425,0.5271658870029617,Unconformity,Detachement,9,7,2e-06
112,1401.6663199999998,9200,608.57152,0.2745509458879587,0.5405099565636574,0.556155638450803,Unconformity,Detachement,9,7,2e-06
113,4131.078079999999,9200,544.2858,0.32250547226445253,0.5405099565636574,0.5550261675147754,Unconformity,Detachement,9,7,2e-06
114,5950.68593,9200,8.57152,0.35447515669114393,0.5405099565636574,0.545613910651588,Unconformity,Detachement,9,7,2e-06
115,8225.19573,9200,-119.99991000000001,0.39443726200488877,0.5405099565636574,0.5433549689552283,Unconformity,Detachement,9,7,2e-06
116,9760.48985,9200,-441.42848,0.4214116831795143,0.5405099565636574,0.5377076148021768,Unconformity,Detachement,9,7,2e-06
117,11466.3722,9200,-634.28563,0.45138326216482294,0.5405099565636574,0.5343192021697895,Unconformity,Detachement,9,7,2e-06
118,13854.6075,9200,-741.42848,0.4933434729199505,0.5405099565636574,0.5324367509025693,Unconformity,Detachement,9,7,2e-06
119,16015.39181,9200,-869.99991,0.5313074729680082,0.5405099565636574,0.5301778092062096,Unconformity,Detachement,9,7,2e-06
120,18119.31338,9200,-934.2856300000001,0.5682724204710699,0.5405099565636574,0.5290483382701819,Unconformity,Detachement,9,7,2e-06
121,23464.41142,9200,-1384.28563,0.6621833681340659,0.5405099565636574,0.5211420424207708,Unconformity,Detachement,9,7,2e-06
122,25454.6075,9200,-1512.85706,0.6971502103714403,0.5405099565636574,0.518883100724411,Unconformity,Detachement,9,7,2e-06
123,27672.25455,9200,-1769.9999100000002,0.7361132629644939,0.5405099565636574,0.5143652175073871,Unconformity,Detachement,9,7,2e-06
124,21019.31338,9200,-1041.42848,0.6192241048339423,0.5405099565636574,0.5271658870029617,Unconformity,Detachement,9,7,2e-06
25,10.0,4600,999.0,0.2501,0.4596900434363425,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
26,4131.078079999999,4600,999.0,0.32250547226445253,0.4596900434363425,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
27,6007.54867,4600,-248.57134,0.3554742092361398,0.4596900434363425,0.5410960272588686,Upper-filling,Syn_tectonic_series2,10,8,2e-06
28,8111.470240000001,4600,-505.7142,0.39243915673920154,0.4596900434363425,0.5365781438661492,Upper-filling,Syn_tectonic_series2,10,8,2e-06
29,9646.76436,4600,-1298.57134,0.41941357791382705,0.4596900434363425,0.5226480036102423,Upper-filling,Syn_tectonic_series2,10,8,2e-06
30,10954.6075,4600,-2155.7142,0.4423917885570781,0.4596900434363425,0.507588392418308,Upper-filling,Syn_tectonic_series2,10,8,2e-06
31,13115.39181,4600,-2112.8570600000003,0.4803557886051357,0.4596900434363425,0.5083413729251961,Upper-filling,Syn_tectonic_series2,10,8,2e-06
32,14821.274159999999,4600,-2027.14277,0.5103273675904444,0.4596900434363425,0.5098473341146676,Upper-filling,Syn_tectonic_series2,10,8,2e-06
33,16242.84279,4600,-1662.85706,0.5353036834993826,0.4596900434363425,0.5162476687746073,Upper-filling,Syn_tectonic_series2,10,8,2e-06
34,19256.56828,4600,999.0,0.5882534731279423,0.4596900434363425,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
35,23521.27416,4600,999.0,0.6631824206790617,0.4596900434363425,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
36,27842.84279,4600,999.0,0.7391104209508724,0.4596900434363425,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
100,10.0,9200,999.0,0.2501,0.5405099565636574,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
101,4131.078079999999,9200,999.0,0.32250547226445253,0.5405099565636574,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
102,6007.54867,9200,-248.57134,0.3554742092361398,0.5405099565636574,0.5410960272588686,Upper-filling,Syn_tectonic_series2,10,8,2e-06
103,8111.470240000001,9200,-505.7142,0.39243915673920154,0.5405099565636574,0.5365781438661492,Upper-filling,Syn_tectonic_series2,10,8,2e-06
104,9646.76436,9200,-1298.57134,0.41941357791382705,0.5405099565636574,0.5226480036102423,Upper-filling,Syn_tectonic_series2,10,8,2e-06
105,10954.6075,9200,-2155.7142,0.4423917885570781,0.5405099565636574,0.507588392418308,Upper-filling,Syn_tectonic_series2,10,8,2e-06
106,13115.39181,9200,-2112.8570600000003,0.4803557886051357,0.5405099565636574,0.5083413729251961,Upper-filling,Syn_tectonic_series2,10,8,2e-06
107,14821.274159999999,9200,-2027.14277,0.5103273675904444,0.5405099565636574,0.5098473341146676,Upper-filling,Syn_tectonic_series2,10,8,2e-06
108,16242.84279,9200,-1662.85706,0.5353036834993826,0.5405099565636574,0.5162476687746073,Upper-filling,Syn_tectonic_series2,10,8,2e-06
109,19256.56828,9200,999.0,0.5882534731279423,0.5405099565636574,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
110,23521.27416,9200,999.0,0.6631824206790617,0.5405099565636574,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
111,27842.84279,9200,999.0,0.7391104209508724,0.5405099565636574,0.5630152897195051,Upper-filling,Syn_tectonic_series2,10,8,2e-06
13,1401.6663199999998,4600,999.0,0.2745509458879587,0.4596900434363425,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
14,7201.66632,4600,999.0,0.3764543146137036,0.4596900434363425,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
15,11295.78397,4600,-5905.7142,0.44838610435413984,0.4596900434363425,0.4417025936732143,Lower-filling,Pre_tectonic_series,11,9,2e-06
16,12262.45063,4600,-5755.7142,0.46536999902463366,0.4596900434363425,0.44433802562301805,Lower-filling,Pre_tectonic_series,11,9,2e-06
17,13399.70554,4600,-5219.99991,0.48535105185720157,0.4596900434363425,0.45375028266190087,Lower-filling,Pre_tectonic_series,11,9,2e-06
18,14764.411419999999,4600,-4127.14277,0.5093283150454485,0.4596900434363425,0.4729512868174152,Lower-filling,Pre_tectonic_series,11,9,2e-06
19,15276.176119999998,4600,-3698.57134,0.5183197886531933,0.4596900434363425,0.48048109241338244,Lower-filling,Pre_tectonic_series,11,9,2e-06
20,15901.666319999998,4600,-3269.99991,0.5293093677023208,0.4596900434363425,0.4880108980093496,Lower-filling,Pre_tectonic_series,11,9,2e-06
21,17721.27416,4600,-1598.57134,0.5612790519533168,0.4596900434363425,0.5173771397106349,Lower-filling,Pre_tectonic_series,11,9,2e-06
22,18972.25455,4600,-1941.42848,0.5832582098758765,0.4596900434363425,0.5113532953041393,Lower-filling,Pre_tectonic_series,11,9,2e-06
23,23521.27416,4600,999.0,0.6631824206790617,0.4596900434363425,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
24,27842.84279,4600,999.0,0.7391104209508724,0.4596900434363425,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
88,1401.6663199999998,9200,999.0,0.2745509458879587,0.5405099565636574,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
89,7201.66632,9200,999.0,0.3764543146137036,0.5405099565636574,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
90,11295.78397,9200,-5905.7142,0.44838610435413984,0.5405099565636574,0.4417025936732143,Lower-filling,Pre_tectonic_series,11,9,2e-06
91,12262.45063,9200,-5755.7142,0.46536999902463366,0.5405099565636574,0.44433802562301805,Lower-filling,Pre_tectonic_series,11,9,2e-06
92,13399.70554,9200,-5219.99991,0.48535105185720157,0.5405099565636574,0.45375028266190087,Lower-filling,Pre_tectonic_series,11,9,2e-06
93,14764.411419999999,9200,-4127.14277,0.5093283150454485,0.5405099565636574,0.4729512868174152,Lower-filling,Pre_tectonic_series,11,9,2e-06
94,15276.176119999998,9200,-3698.57134,0.5183197886531933,0.5405099565636574,0.48048109241338244,Lower-filling,Pre_tectonic_series,11,9,2e-06
95,15901.666319999998,9200,-3269.99991,0.5293093677023208,0.5405099565636574,0.4880108980093496,Lower-filling,Pre_tectonic_series,11,9,2e-06
96,17721.27416,9200,-1598.57134,0.5612790519533168,0.5405099565636574,0.5173771397106349,Lower-filling,Pre_tectonic_series,11,9,2e-06
97,18972.25455,9200,-1941.42848,0.5832582098758765,0.5405099565636574,0.5113532953041393,Lower-filling,Pre_tectonic_series,11,9,2e-06
98,23521.27416,9200,999.0,0.6631824206790617,0.5405099565636574,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
99,27842.84279,9200,999.0,0.7391104209508724,0.5405099565636574,0.5630152897195051,Lower-filling,Pre_tectonic_series,11,9,2e-06
